,ricebought,cleanyard,housetype,nearstable,own_hhappliance,housesqm,own_vehicles,own_receivables,outerwall,numroom,own_jewelry,floor,ipercap,own_fininstrument_7,own_fininstrument_14
7508,0.0,1.0,1.0,3.0,1.0,83.0,1.0,3.0,1.0,7.0,3.0,1.0,3100000.0,1.0,1.0
7509,5.0,3.0,1.0,3.0,1.0,40.0,3.0,3.0,1.0,5.0,3.0,3.0,2188571.4285714286,3.0,3.0
7512,0.0,1.0,2.0,3.0,1.0,54.0,3.0,1.0,1.0,8.0,3.0,2.0,2200000.0,1.0,1.0
7513,7.0,3.0,1.0,1.0,1.0,120.0,1.0,3.0,1.0,8.0,3.0,6.0,1500000.0,3.0,3.0
7514,3.5,1.0,1.0,1.0,1.0,56.0,3.0,3.0,1.0,5.0,3.0,6.0,600000.0,3.0,3.0
7515,0.0,1.0,1.0,1.0,1.0,126.0,3.0,3.0,1.0,7.0,3.0,6.0,422222.22222222225,3.0,3.0
7517,5.0,1.0,1.0,1.0,1.0,96.0,3.0,3.0,3.0,7.0,3.0,6.0,836428.5714285715,3.0,3.0
7518,7.0,1.0,1.0,3.0,1.0,60.0,3.0,3.0,3.0,6.0,3.0,6.0,466666.6666666667,3.0,3.0
7519,4.0,3.0,1.0,3.0,1.0,56.0,3.0,3.0,3.0,6.0,3.0,3.0,927800.0,3.0,3.0
7520,7.0,1.0,1.0,1.0,1.0,77.0,1.0,3.0,1.0,8.0,3.0,3.0,975000.0,3.0,3.0
7521,3.5,3.0,1.0,1.0,3.0,144.0,3.0,3.0,1.0,7.0,3.0,2.0,133333.33333333334,3.0,3.0
7522,0.0,3.0,1.0,1.0,1.0,234.0,3.0,3.0,1.0,6.0,3.0,6.0,904000.0,3.0,1.0
7523,4.0,1.0,1.0,3.0,1.0,54.0,3.0,3.0,1.0,6.0,1.0,3.0,0.0,3.0,3.0
7527,5.25,1.0,1.0,1.0,1.0,180.0,3.0,3.0,1.0,7.0,1.0,3.0,1480000.0,3.0,1.0
7528,0.0,3.0,1.0,1.0,1.0,24.0,3.0,3.0,1.0,5.0,3.0,6.0,300000.0,3.0,3.0
7529,0.0,1.0,1.0,1.0,1.0,240.0,1.0,3.0,1.0,6.0,3.0,3.0,5118000.0,3.0,3.0
7530,0.0,1.0,5.0,3.0,1.0,30.0,1.0,3.0,1.0,4.0,1.0,1.0,19500000.0,1.0,3.0
7531,0.0,1.0,1.0,3.0,3.0,112.0,1.0,3.0,1.0,9.0,1.0,2.0,4848000.0,3.0,1.0
7532,0.0,1.0,1.0,3.0,1.0,20.0,3.0,3.0,1.0,3.0,3.0,1.0,460000.0,3.0,3.0
7533,0.0,1.0,1.0,3.0,1.0,72.0,1.0,3.0,1.0,6.0,1.0,1.0,6900000.0,1.0,3.0
7534,0.0,1.0,1.0,1.0,1.0,120.0,1.0,3.0,1.0,10.0,3.0,3.0,109090.90909090909,3.0,3.0
7536,0.0,1.0,1.0,3.0,1.0,125.0,1.0,3.0,1.0,8.0,1.0,1.0,14625000.0,1.0,1.0
7537,0.0,1.0,1.0,3.0,1.0,84.0,1.0,3.0,1.0,7.0,1.0,1.0,6500000.0,3.0,1.0
7538,7.0,1.0,1.0,3.0,1.0,75.0,1.0,3.0,1.0,9.0,1.0,3.0,3081428.5714285714,3.0,1.0
7539,14.0,1.0,1.0,3.0,1.0,104.0,1.0,3.0,1.0,9.0,1.0,2.0,1744444.4444444445,1.0,3.0
7540,16.0,1.0,1.0,3.0,1.0,56.0,1.0,1.0,1.0,5.0,1.0,1.0,1500000.0,1.0,1.0
7541,0.0,1.0,1.0,1.0,1.0,90.0,3.0,1.0,1.0,8.0,1.0,1.0,4650000.0,3.0,1.0
7542,6.0,1.0,1.0,1.0,1.0,40.0,3.0,3.0,3.0,5.0,1.0,3.0,3225000.0,1.0,3.0
7543,0.0,1.0,3.0,3.0,1.0,21.0,1.0,1.0,1.0,3.0,1.0,1.0,16250000.0,1.0,3.0
7544,5.0,1.0,5.0,1.0,1.0,48.0,3.0,3.0,1.0,5.0,1.0,1.0,1950000.0,1.0,1.0
7545,3.0,1.0,1.0,3.0,1.0,200.0,1.0,1.0,1.0,6.0,1.0,1.0,764000.0,3.0,1.0
7546,5.0,1.0,1.0,3.0,1.0,84.0,1.0,1.0,1.0,8.0,1.0,1.0,3360000.0,3.0,3.0
7547,0.0,1.0,1.0,3.0,1.0,105.0,1.0,1.0,1.0,8.0,1.0,1.0,2571428.5714285714,3.0,1.0
7548,12.0,1.0,1.0,3.0,1.0,140.0,1.0,3.0,3.0,5.0,1.0,3.0,1767272.7272727273,1.0,3.0
7550,0.0,1.0,1.0,1.0,1.0,336.0,1.0,1.0,1.0,18.0,1.0,1.0,4853333.333333333,1.0,3.0
7551,0.0,1.0,1.0,3.0,1.0,99.0,3.0,1.0,1.0,7.0,1.0,1.0,12642857.142857144,1.0,1.0
7552,15.5,3.0,1.0,3.0,1.0,140.0,1.0,3.0,1.0,5.0,1.0,3.0,4640000.0,3.0,1.0
7553,0.0,3.0,1.0,3.0,1.0,700.0,1.0,3.0,1.0,6.0,1.0,3.0,725000.0,3.0,3.0
7554,5.0,1.0,1.0,3.0,1.0,105.0,1.0,1.0,1.0,6.0,1.0,1.0,2312083.3333333335,1.0,1.0
7555,5.0,1.0,1.0,3.0,1.0,140.0,1.0,3.0,1.0,6.0,1.0,1.0,2875000.0,3.0,1.0
7556,10.5,1.0,1.0,3.0,3.0,98.0,1.0,3.0,1.0,6.0,1.0,1.0,1200000.0,3.0,3.0
7557,7.0,1.0,1.0,1.0,1.0,80.0,1.0,1.0,1.0,10.0,1.0,1.0,2000000.0,1.0,3.0
7558,7.0,3.0,1.0,1.0,1.0,50.0,1.0,3.0,1.0,5.0,1.0,1.0,771428.5714285715,3.0,3.0
7559,5.0,3.0,1.0,3.0,3.0,30.0,1.0,1.0,3.0,5.0,3.0,6.0,3600000.0,3.0,1.0
7560,4.0,3.0,1.0,3.0,1.0,80.0,1.0,3.0,3.0,4.0,1.0,3.0,188888.88888888888,3.0,1.0
7561,0.0,1.0,1.0,3.0,1.0,154.0,1.0,3.0,1.0,6.0,3.0,1.0,2174666.6666666665,3.0,3.0
7562,7.0,1.0,1.0,3.0,1.0,72.0,1.0,3.0,1.0,9.0,1.0,1.0,3600000.0,3.0,3.0
7563,7.0,3.0,1.0,3.0,3.0,20.0,1.0,3.0,3.0,3.0,3.0,3.0,180833.33333333334,3.0,3.0
7564,5.0,1.0,3.0,3.0,1.0,65.0,1.0,3.0,3.0,2.0,1.0,3.0,4800000.0,1.0,1.0
7565,10.0,1.0,3.0,3.0,1.0,60.0,1.0,3.0,1.0,6.0,1.0,1.0,1685000.0,3.0,3.0
7566,5.0,1.0,1.0,3.0,1.0,170.0,1.0,1.0,1.0,10.0,1.0,2.0,1028571.4285714285,3.0,3.0
7567,20.0,1.0,1.0,3.0,1.0,336.0,1.0,1.0,1.0,9.0,1.0,1.0,150000.0,1.0,3.0
7568,0.0,1.0,1.0,3.0,1.0,72.0,1.0,3.0,1.0,6.0,3.0,1.0,566666.6666666666,3.0,1.0
7569,3.0,1.0,1.0,3.0,1.0,88.0,1.0,3.0,1.0,7.0,3.0,3.0,6800000.0,1.0,1.0
7570,7.0,1.0,1.0,1.0,1.0,162.0,1.0,1.0,1.0,7.0,1.0,3.0,5171428.571428572,1.0,3.0
7571,4.0,1.0,1.0,3.0,1.0,35.0,1.0,3.0,1.0,5.0,1.0,1.0,1800000.0,3.0,1.0
7574,9.0,1.0,1.0,1.0,1.0,150.0,1.0,3.0,1.0,8.0,1.0,2.0,2280000.0,3.0,3.0
7575,0.0,3.0,1.0,3.0,1.0,105.0,1.0,3.0,1.0,6.0,3.0,3.0,257142.85714285713,3.0,3.0
7577,5.0,1.0,1.0,3.0,1.0,200.0,1.0,1.0,1.0,7.0,1.0,1.0,10000000.0,1.0,1.0
7578,10.5,3.0,1.0,3.0,1.0,180.0,1.0,3.0,1.0,9.0,1.0,1.0,3325000.0,3.0,3.0
7580,7.0,1.0,1.0,3.0,1.0,90.0,1.0,3.0,1.0,10.0,1.0,2.0,3648000.0,1.0,1.0
7581,5.0,1.0,1.0,3.0,1.0,54.0,1.0,3.0,1.0,7.0,1.0,1.0,4300000.0,1.0,3.0
7582,0.0,1.0,1.0,3.0,1.0,20.0,3.0,3.0,1.0,5.0,1.0,1.0,12000000.0,1.0,3.0
7583,3.0,1.0,1.0,3.0,1.0,108.0,1.0,3.0,1.0,8.0,1.0,2.0,2236363.6363636362,1.0,3.0
7584,5.0,1.0,1.0,3.0,1.0,60.0,1.0,3.0,1.0,6.0,1.0,1.0,3975000.0,3.0,1.0
7585,7.0,1.0,1.0,3.0,1.0,60.0,1.0,3.0,1.0,6.0,1.0,3.0,4500000.0,1.0,1.0
7587,0.0,1.0,1.0,3.0,1.0,98.0,1.0,3.0,1.0,6.0,1.0,1.0,2808000.0,1.0,1.0
7589,10.5,1.0,1.0,3.0,1.0,59.0,1.0,3.0,1.0,5.0,3.0,2.0,3085714.285714286,3.0,3.0
7592,0.0,1.0,1.0,3.0,1.0,120.0,1.0,3.0,1.0,6.0,1.0,2.0,2650000.0,3.0,1.0
7594,0.0,1.0,1.0,3.0,1.0,150.0,1.0,3.0,1.0,7.0,1.0,1.0,1575000.0,3.0,3.0
7596,0.0,1.0,1.0,3.0,1.0,200.0,3.0,3.0,1.0,10.0,3.0,2.0,3213750.0,3.0,3.0
7597,0.0,1.0,1.0,3.0,3.0,84.0,1.0,1.0,1.0,6.0,3.0,1.0,4000000.0,3.0,1.0
7598,0.0,1.0,1.0,1.0,1.0,96.0,1.0,3.0,1.0,9.0,1.0,1.0,4312750.0,3.0,3.0
7599,4.0,1.0,1.0,3.0,1.0,132.0,1.0,3.0,1.0,8.0,1.0,1.0,4500000.0,3.0,1.0
7600,12.0,1.0,1.0,1.0,1.0,200.0,1.0,1.0,1.0,10.0,1.0,2.0,300000.0,1.0,1.0
7601,5.25,3.0,1.0,1.0,3.0,84.0,1.0,3.0,1.0,6.0,1.0,2.0,1320000.0,3.0,1.0
7602,0.0,1.0,1.0,1.0,1.0,420.0,1.0,3.0,1.0,8.0,1.0,3.0,1745454.5454545454,3.0,3.0
7605,0.0,1.0,1.0,3.0,1.0,60.0,1.0,3.0,1.0,7.0,1.0,1.0,2880000.0,3.0,3.0
7606,10.0,3.0,1.0,1.0,1.0,50.0,1.0,3.0,1.0,8.0,1.0,3.0,1727272.7272727273,3.0,1.0
7607,25.0,1.0,1.0,1.0,1.0,66.0,1.0,3.0,1.0,6.0,1.0,3.0,2400000.0,3.0,3.0
7609,0.0,1.0,1.0,1.0,1.0,84.0,1.0,3.0,1.0,6.0,1.0,2.0,332800.0,3.0,1.0
7610,7.0,1.0,1.0,3.0,1.0,60.0,1.0,3.0,1.0,8.0,1.0,1.0,2470000.0,1.0,3.0
7611,5.0,3.0,1.0,1.0,1.0,72.0,3.0,3.0,1.0,6.0,1.0,3.0,3840000.0,3.0,3.0
7612,0.0,1.0,1.0,3.0,1.0,90.0,3.0,1.0,1.0,9.0,3.0,1.0,3120000.0,1.0,1.0
7613,0.0,1.0,5.0,3.0,1.0,12.0,3.0,3.0,1.0,3.0,3.0,1.0,14400000.0,3.0,1.0
7614,7.0,1.0,1.0,1.0,1.0,78.0,1.0,3.0,1.0,7.0,1.0,3.0,2222500.0,3.0,3.0
7615,4.0,1.0,1.0,3.0,1.0,24.0,1.0,3.0,1.0,4.0,3.0,1.0,2687222.222222222,3.0,3.0
7616,3.0,1.0,1.0,3.0,1.0,30.0,1.0,3.0,1.0,5.0,1.0,3.0,1810000.0,3.0,3.0
7617,0.0,1.0,1.0,3.0,1.0,105.0,1.0,3.0,1.0,7.0,1.0,1.0,4620600.0,3.0,3.0
7618,7.0,1.0,1.0,1.0,1.0,63.0,1.0,1.0,1.0,7.0,1.0,2.0,5100000.0,1.0,3.0
7619,0.0,3.0,6.0,3.0,1.0,30.0,3.0,3.0,1.0,4.0,1.0,3.0,11520000.0,1.0,1.0
7620,0.0,1.0,1.0,1.0,1.0,70.0,1.0,3.0,1.0,7.0,1.0,1.0,1992000.0,3.0,3.0
7621,25.0,3.0,1.0,1.0,1.0,110.0,3.0,3.0,2.0,5.0,3.0,6.0,1133333.3333333333,3.0,3.0
7622,0.0,1.0,1.0,1.0,1.0,20.0,3.0,3.0,1.0,3.0,1.0,1.0,4200000.0,1.0,3.0
7623,5.0,3.0,1.0,3.0,1.0,77.0,3.0,3.0,1.0,7.0,3.0,2.0,663750.0,3.0,3.0
7624,0.0,1.0,3.0,3.0,1.0,32.0,3.0,3.0,1.0,3.0,3.0,3.0,10000000.0,3.0,3.0
7626,10.0,3.0,1.0,1.0,1.0,84.0,1.0,3.0,3.0,4.0,1.0,6.0,320000.0,3.0,1.0
7629,10.5,3.0,1.0,1.0,1.0,40.0,1.0,3.0,3.0,5.0,3.0,6.0,693333.3333333334,3.0,3.0
7630,0.0,1.0,1.0,3.0,1.0,120.0,1.0,3.0,1.0,8.0,1.0,3.0,500000.0,1.0,3.0
7631,7.0,3.0,1.0,1.0,1.0,30.0,1.0,1.0,3.0,8.0,1.0,6.0,1324800.0,1.0,3.0
7632,5.6,1.0,1.0,3.0,1.0,80.0,1.0,3.0,1.0,5.0,3.0,3.0,7200000.0,3.0,1.0
7633,25.0,1.0,1.0,3.0,1.0,84.0,1.0,3.0,1.0,8.0,1.0,1.0,3450000.0,1.0,1.0
7635,7.0,3.0,1.0,3.0,1.0,63.0,3.0,3.0,1.0,8.0,1.0,1.0,720000.0,3.0,3.0
7636,0.0,3.0,1.0,1.0,1.0,56.0,1.0,3.0,2.0,6.0,1.0,6.0,1242000.0,3.0,3.0
7637,7.0,1.0,3.0,3.0,3.0,63.0,1.0,3.0,2.0,7.0,3.0,6.0,696000.0,3.0,3.0
7639,2.0,1.0,1.0,1.0,1.0,60.0,3.0,3.0,1.0,6.0,1.0,3.0,180000.0,3.0,3.0
7640,9.0,1.0,1.0,3.0,1.0,56.0,3.0,3.0,2.0,4.0,1.0,3.0,540000.0,3.0,3.0
7641,3.0,1.0,1.0,3.0,1.0,24.0,1.0,3.0,1.0,4.0,1.0,1.0,8000000.0,1.0,1.0
7642,8.0,3.0,1.0,1.0,1.0,54.0,1.0,3.0,3.0,8.0,1.0,6.0,1560000.0,1.0,3.0
7643,7.0,1.0,1.0,3.0,1.0,105.0,1.0,3.0,1.0,7.0,1.0,2.0,1164000.0,3.0,3.0
7644,10.0,3.0,1.0,1.0,3.0,98.0,3.0,3.0,2.0,5.0,1.0,6.0,50000.0,3.0,3.0
7646,12.0,1.0,1.0,1.0,1.0,63.0,3.0,3.0,1.0,7.0,1.0,1.0,2160000.0,3.0,1.0
7647,0.0,1.0,2.0,3.0,1.0,6.0,3.0,3.0,1.0,2.0,3.0,1.0,6500000.0,1.0,3.0
7649,0.0,1.0,1.0,3.0,1.0,66.0,3.0,3.0,1.0,5.0,3.0,3.0,1957142.857142857,3.0,3.0
7650,0.0,3.0,6.0,3.0,1.0,16.0,1.0,1.0,1.0,1.0,3.0,3.0,18000000.0,3.0,3.0
7651,0.0,1.0,6.0,3.0,3.0,24.0,3.0,3.0,1.0,1.0,1.0,1.0,0.0,3.0,1.0
7652,10.0,1.0,3.0,3.0,3.0,134.0,1.0,3.0,1.0,8.0,1.0,6.0,483333.3333333333,3.0,3.0
7653,50.0,3.0,1.0,3.0,1.0,150.0,1.0,1.0,1.0,11.0,1.0,1.0,6187500.0,1.0,1.0
7654,5.0,3.0,1.0,1.0,1.0,150.0,1.0,3.0,1.0,8.0,1.0,1.0,9187500.0,3.0,3.0
7655,0.0,1.0,1.0,3.0,1.0,135.0,1.0,3.0,1.0,11.0,1.0,1.0,11700000.0,3.0,1.0
7657,0.0,1.0,1.0,1.0,1.0,70.0,3.0,3.0,1.0,8.0,1.0,3.0,1000000.0,1.0,1.0
7658,5.0,1.0,6.0,3.0,1.0,12.0,1.0,1.0,1.0,1.0,1.0,1.0,8775000.0,1.0,1.0
7659,2.0,1.0,1.0,1.0,1.0,49.0,3.0,3.0,2.0,5.0,1.0,6.0,69333.33333333333,3.0,3.0
7660,0.0,1.0,1.0,3.0,1.0,15.0,1.0,1.0,1.0,3.0,3.0,1.0,3540000.0,1.0,1.0
7661,0.0,1.0,1.0,3.0,1.0,80.0,3.0,3.0,3.0,8.0,1.0,3.0,43000.0,3.0,3.0
7662,0.0,3.0,1.0,1.0,1.0,96.0,1.0,1.0,1.0,7.0,1.0,3.0,2400000.0,3.0,3.0
7664,12.0,1.0,1.0,3.0,1.0,80.0,1.0,3.0,1.0,5.0,3.0,1.0,8880000.0,1.0,3.0
7666,5.0,1.0,1.0,1.0,1.0,66.0,3.0,3.0,1.0,7.0,3.0,3.0,648571.4285714285,3.0,3.0
7667,0.0,1.0,1.0,1.0,1.0,105.0,1.0,3.0,2.0,5.0,1.0,6.0,590000.0,3.0,3.0
7670,7.0,1.0,1.0,3.0,1.0,45.0,3.0,3.0,3.0,4.0,3.0,6.0,1612000.0,3.0,3.0
7671,4.0,3.0,1.0,3.0,1.0,48.0,3.0,3.0,3.0,5.0,3.0,6.0,432000.0,1.0,3.0
7672,2.0,1.0,1.0,1.0,3.0,80.0,3.0,3.0,1.0,5.0,1.0,2.0,1697142.857142857,3.0,3.0
7673,5.0,3.0,1.0,3.0,1.0,40.0,3.0,1.0,3.0,5.0,3.0,6.0,200000.0,1.0,3.0
7674,0.0,3.0,1.0,1.0,1.0,84.0,1.0,3.0,3.0,8.0,1.0,6.0,378695.652173913,1.0,3.0
7676,7.0,1.0,1.0,3.0,1.0,80.0,1.0,1.0,2.0,5.0,1.0,3.0,903333.3333333334,3.0,1.0
7677,8.0,1.0,1.0,3.0,1.0,80.0,1.0,1.0,2.0,4.0,1.0,6.0,2900000.0,1.0,3.0
7680,5.6,1.0,3.0,3.0,1.0,54.0,3.0,3.0,1.0,3.0,1.0,1.0,1950000.0,1.0,3.0
7681,2.0,1.0,1.0,3.0,1.0,42.0,1.0,3.0,1.0,4.0,1.0,1.0,858666.6666666666,1.0,3.0
7682,2.0,1.0,1.0,3.0,1.0,49.0,3.0,3.0,2.0,4.0,3.0,6.0,537500.0,3.0,3.0
7683,5.0,1.0,1.0,3.0,1.0,110.0,3.0,1.0,1.0,7.0,1.0,1.0,2750000.0,1.0,3.0
7684,3.0,1.0,1.0,3.0,1.0,80.0,3.0,3.0,2.0,4.0,3.0,6.0,1100000.0,3.0,3.0
7685,5.0,1.0,1.0,3.0,1.0,25.0,3.0,3.0,3.0,5.0,3.0,6.0,3375000.0,3.0,3.0
7686,0.0,3.0,6.0,3.0,1.0,9.0,1.0,3.0,1.0,2.0,3.0,1.0,18240000.0,1.0,1.0
7687,0.0,1.0,1.0,3.0,1.0,111.0,1.0,1.0,1.0,15.0,1.0,1.0,19224222.222222224,3.0,1.0
7688,5.0,1.0,1.0,1.0,3.0,54.0,3.0,3.0,3.0,5.0,1.0,6.0,2898750.0,3.0,3.0
7689,3.0,1.0,1.0,3.0,1.0,68.0,3.0,3.0,3.0,5.0,3.0,6.0,450000.0,3.0,3.0
7690,4.0,3.0,5.0,3.0,1.0,32.0,1.0,3.0,2.0,3.0,1.0,1.0,3000000.0,3.0,3.0
7692,10.0,3.0,1.0,1.0,1.0,96.0,3.0,3.0,2.0,7.0,1.0,6.0,1550000.0,3.0,1.0
7693,0.0,3.0,1.0,1.0,3.0,48.0,3.0,3.0,3.0,4.0,1.0,6.0,560000.0,1.0,3.0
7694,10.0,1.0,1.0,1.0,1.0,78.0,3.0,3.0,1.0,7.0,1.0,2.0,169000.0,1.0,1.0
7695,6.0,1.0,3.0,1.0,1.0,81.0,3.0,3.0,1.0,4.0,3.0,6.0,152500.0,3.0,3.0
7696,11.0,1.0,1.0,1.0,3.0,64.0,1.0,3.0,3.0,4.0,3.0,6.0,900000.0,1.0,3.0
7697,16.0,1.0,1.0,1.0,1.0,144.0,1.0,3.0,1.0,7.0,1.0,1.0,0.0,1.0,3.0
7698,0.0,1.0,1.0,3.0,1.0,50.0,3.0,3.0,1.0,7.0,3.0,2.0,1500000.0,3.0,1.0
7699,0.0,3.0,1.0,1.0,3.0,60.0,1.0,3.0,1.0,5.0,1.0,6.0,2700000.0,3.0,3.0
7701,0.0,1.0,1.0,3.0,3.0,24.0,1.0,3.0,1.0,2.0,3.0,2.0,20000000.0,3.0,3.0
7702,3.0,1.0,1.0,3.0,1.0,72.0,1.0,3.0,1.0,6.0,1.0,2.0,337500.0,3.0,3.0
7703,3.0,1.0,1.0,1.0,1.0,70.0,1.0,3.0,1.0,5.0,1.0,2.0,3600000.0,1.0,3.0
7704,4.0,3.0,1.0,3.0,3.0,90.0,1.0,3.0,1.0,8.0,1.0,1.0,1290000.0,3.0,1.0
7705,5.0,3.0,1.0,1.0,1.0,32.0,1.0,3.0,1.0,4.0,3.0,2.0,2000000.0,3.0,3.0
7706,12.0,3.0,1.0,3.0,1.0,56.0,1.0,3.0,3.0,2.0,3.0,6.0,510000.0,3.0,3.0
7707,7.0,1.0,1.0,1.0,1.0,135.0,1.0,1.0,1.0,9.0,1.0,1.0,2571428.5714285714,1.0,3.0
7708,10.0,3.0,1.0,1.0,1.0,144.0,1.0,3.0,3.0,6.0,1.0,6.0,6885000.0,1.0,1.0
7709,7.0,3.0,1.0,1.0,1.0,144.0,1.0,3.0,3.0,6.0,1.0,6.0,1360000.0,3.0,3.0
7710,0.0,1.0,1.0,3.0,1.0,55.0,1.0,1.0,1.0,7.0,1.0,3.0,382500.0,3.0,1.0
7711,15.0,1.0,1.0,1.0,1.0,144.0,1.0,3.0,3.0,4.0,3.0,3.0,1500000.0,1.0,3.0
7712,27.0,3.0,1.0,3.0,1.0,144.0,1.0,3.0,3.0,4.0,3.0,3.0,218181.81818181818,3.0,3.0
7713,16.0,3.0,1.0,1.0,1.0,96.0,1.0,1.0,1.0,6.0,1.0,1.0,4500000.0,1.0,3.0
7715,10.0,3.0,1.0,1.0,1.0,72.0,1.0,3.0,1.0,5.0,1.0,6.0,1862000.0,1.0,3.0
7716,13.0,3.0,1.0,1.0,3.0,24.0,1.0,3.0,3.0,3.0,3.0,6.0,1075875.0,3.0,3.0
7717,7.0,1.0,1.0,1.0,1.0,72.0,1.0,3.0,1.0,5.0,3.0,3.0,1916666.6666666667,3.0,3.0
7718,4.0,1.0,1.0,1.0,1.0,66.0,1.0,1.0,1.0,8.0,1.0,1.0,1050000.0,3.0,1.0
7719,7.0,1.0,1.0,3.0,1.0,84.0,1.0,3.0,1.0,5.0,3.0,3.0,365000.0,3.0,3.0
7720,10.0,1.0,1.0,3.0,3.0,56.0,3.0,3.0,1.0,6.0,3.0,2.0,203846.15384615384,3.0,3.0
7723,16.0,1.0,1.0,1.0,1.0,72.0,1.0,3.0,1.0,5.0,3.0,3.0,1353333.3333333333,1.0,3.0
7725,8.0,3.0,1.0,3.0,1.0,45.0,1.0,3.0,3.0,5.0,1.0,6.0,1600000.0,1.0,1.0
7726,7.0,3.0,1.0,1.0,1.0,96.0,1.0,1.0,3.0,5.0,1.0,6.0,2350000.0,1.0,3.0
7727,10.0,3.0,1.0,1.0,3.0,64.0,1.0,3.0,1.0,4.0,1.0,3.0,1271666.6666666667,1.0,3.0
7728,13.0,3.0,1.0,1.0,1.0,55.0,1.0,3.0,1.0,7.0,3.0,3.0,2082000.0,3.0,3.0
7729,5.0,3.0,1.0,1.0,1.0,60.0,1.0,3.0,1.0,6.0,1.0,1.0,983333.3333333334,1.0,3.0
7730,5.0,1.0,1.0,3.0,1.0,60.0,3.0,3.0,1.0,6.0,1.0,3.0,3821428.5714285714,3.0,3.0
7731,16.0,1.0,1.0,3.0,1.0,84.0,1.0,1.0,1.0,5.0,3.0,3.0,3971428.5714285714,1.0,3.0
7732,0.0,1.0,1.0,3.0,3.0,12.0,3.0,3.0,2.0,1.0,3.0,6.0,7800000.0,3.0,3.0
7733,0.0,1.0,5.0,3.0,1.0,20.0,3.0,3.0,1.0,2.0,3.0,1.0,11300000.0,3.0,1.0
7734,50.0,1.0,1.0,1.0,1.0,105.0,1.0,3.0,1.0,5.0,1.0,2.0,1714285.7142857143,3.0,3.0
7735,0.0,1.0,1.0,3.0,1.0,84.0,1.0,3.0,1.0,7.0,1.0,1.0,2150000.0,3.0,3.0
7736,0.0,3.0,5.0,3.0,1.0,30.0,3.0,1.0,2.0,5.0,3.0,2.0,13000000.0,1.0,1.0
7737,0.0,1.0,1.0,1.0,1.0,60.0,3.0,3.0,1.0,8.0,3.0,2.0,1759000.0,3.0,3.0
7738,0.0,1.0,6.0,3.0,1.0,36.0,3.0,3.0,1.0,1.0,3.0,1.0,5000000.0,3.0,3.0
7739,0.0,1.0,1.0,1.0,1.0,50.0,3.0,3.0,1.0,7.0,3.0,6.0,1200000.0,3.0,3.0
7740,3.0,3.0,1.0,1.0,1.0,50.0,3.0,3.0,3.0,4.0,3.0,6.0,3430666.6666666665,3.0,3.0
7742,3.2,3.0,6.0,3.0,1.0,8.0,1.0,3.0,1.0,1.0,1.0,1.0,9400000.0,3.0,1.0
7743,0.0,3.0,6.0,3.0,1.0,4.0,3.0,3.0,2.0,1.0,3.0,4.0,7220000.0,3.0,3.0
7744,0.0,3.0,1.0,3.0,3.0,30.0,3.0,1.0,1.0,2.0,3.0,2.0,9000000.0,3.0,1.0
7745,4.0,3.0,1.0,1.0,3.0,24.0,3.0,3.0,3.0,4.0,3.0,6.0,3426250.0,1.0,3.0
7746,0.0,1.0,2.0,3.0,1.0,81.0,3.0,3.0,1.0,10.0,1.0,2.0,2000000.0,3.0,1.0
7748,0.0,1.0,2.0,3.0,1.0,66.0,1.0,3.0,1.0,9.0,1.0,1.0,1350000.0,3.0,3.0
7749,0.0,1.0,1.0,1.0,1.0,88.0,1.0,1.0,1.0,5.0,1.0,2.0,9133333.333333334,1.0,1.0
7750,0.0,1.0,1.0,1.0,1.0,90.0,1.0,1.0,3.0,3.0,1.0,3.0,333333.3333333333,1.0,3.0
7751,25.0,3.0,1.0,1.0,1.0,48.0,3.0,3.0,1.0,6.0,1.0,3.0,2295818.1818181816,3.0,3.0
7752,5.0,1.0,1.0,3.0,1.0,60.0,1.0,3.0,1.0,4.0,1.0,1.0,1500000.0,3.0,3.0
7753,11.5,1.0,1.0,3.0,1.0,48.0,3.0,3.0,1.0,6.0,1.0,1.0,2600000.0,3.0,3.0
7754,0.0,1.0,1.0,1.0,1.0,144.0,3.0,3.0,1.0,8.0,1.0,3.0,2050000.0,3.0,3.0
7755,0.0,3.0,1.0,3.0,1.0,100.0,3.0,3.0,1.0,4.0,3.0,3.0,12500000.0,3.0,3.0
7756,0.0,1.0,1.0,3.0,1.0,80.0,1.0,3.0,1.0,8.0,1.0,1.0,511111.1111111111,3.0,3.0
7757,0.0,1.0,1.0,3.0,1.0,60.0,1.0,3.0,1.0,5.0,1.0,1.0,300000.0,3.0,1.0
7758,0.0,1.0,1.0,3.0,1.0,128.0,3.0,3.0,1.0,6.0,3.0,1.0,38461.53846153846,3.0,3.0
7759,7.0,3.0,1.0,3.0,3.0,40.0,3.0,3.0,1.0,5.0,1.0,2.0,2400000.0,1.0,3.0
7760,7.0,3.0,1.0,1.0,1.0,128.0,1.0,3.0,1.0,6.0,1.0,2.0,1500000.0,1.0,3.0
7762,10.0,3.0,1.0,1.0,3.0,28.0,3.0,3.0,3.0,4.0,3.0,6.0,633600.0,3.0,3.0
7763,0.0,1.0,1.0,3.0,1.0,84.0,1.0,3.0,1.0,7.0,1.0,1.0,1544000.0,3.0,3.0
7764,0.0,1.0,1.0,3.0,1.0,135.0,1.0,3.0,1.0,9.0,1.0,1.0,2717142.8571428573,1.0,3.0
