,ricebought,cleanyard,housetype,nearstable,own_hhappliance,housesqm,own_vehicles,own_receivables,outerwall,numroom,own_jewelry,floor,ipercap,own_fininstrument_7,own_fininstrument_14
13009,16.0,3.0,8.0,1.0,3.0,54.0,3.0,3.0,3.0,4.0,3.0,4.0,45454.545454545456,3.0,3.0
13010,8.0,3.0,8.0,1.0,1.0,70.0,1.0,3.0,3.0,4.0,1.0,100.0,1880000.0,3.0,1.0
13012,8.0,3.0,1.0,1.0,1.0,20.0,3.0,3.0,3.0,3.0,1.0,3.0,1600000.0,3.0,3.0
13013,4.0,3.0,8.0,1.0,3.0,30.0,3.0,3.0,2.0,3.0,1.0,4.0,100000.0,3.0,3.0
13015,8.0,1.0,8.0,3.0,1.0,72.0,3.0,3.0,100.0,4.0,3.0,4.0,1900000.0,3.0,3.0
13016,12.0,3.0,1.0,3.0,1.0,40.0,1.0,3.0,1.0,2.0,3.0,3.0,1075000.0,3.0,3.0
13017,8.0,1.0,8.0,1.0,1.0,84.0,3.0,3.0,3.0,6.0,1.0,4.0,1425000.0,1.0,3.0
13018,4.0,3.0,8.0,1.0,1.0,56.0,3.0,3.0,100.0,3.0,3.0,4.0,166666.66666666666,3.0,3.0
13019,16.0,3.0,8.0,1.0,3.0,72.0,3.0,3.0,2.0,4.0,3.0,4.0,900000.0,3.0,3.0
13020,5.6,3.0,8.0,1.0,1.0,72.0,1.0,3.0,100.0,6.0,1.0,4.0,111111.11111111111,3.0,1.0
13021,8.0,3.0,8.0,3.0,1.0,75.0,3.0,3.0,2.0,5.0,1.0,4.0,3600000.0,3.0,3.0
13022,8.0,1.0,8.0,1.0,1.0,72.0,3.0,3.0,3.0,5.0,1.0,4.0,1950000.0,1.0,3.0
13023,6.4,3.0,8.0,3.0,1.0,80.0,3.0,3.0,3.0,4.0,3.0,4.0,0.0,3.0,1.0
13024,11.2,3.0,6.0,1.0,3.0,50.0,3.0,3.0,2.0,1.0,3.0,4.0,1333333.3333333333,3.0,3.0
13026,40.0,1.0,8.0,3.0,1.0,80.0,3.0,3.0,100.0,6.0,3.0,4.0,0.0,3.0,3.0
13027,16.0,3.0,1.0,1.0,1.0,60.0,3.0,3.0,1.0,7.0,1.0,3.0,7200000.0,3.0,3.0
13029,40.0,3.0,6.0,1.0,1.0,63.0,3.0,3.0,2.0,5.0,1.0,4.0,594000.0,3.0,3.0
13030,6.4,1.0,8.0,1.0,1.0,30.0,3.0,3.0,3.0,3.0,1.0,4.0,1080000.0,3.0,3.0
13031,12.0,1.0,8.0,3.0,1.0,80.0,3.0,3.0,2.0,5.0,3.0,4.0,150000.0,3.0,1.0
13032,11.2,1.0,8.0,3.0,1.0,97.0,1.0,3.0,100.0,5.0,1.0,4.0,2261000.0,3.0,1.0
13033,0.0,3.0,8.0,3.0,1.0,60.0,3.0,3.0,100.0,3.0,3.0,4.0,125000.0,3.0,3.0
13034,6.4,1.0,8.0,1.0,1.0,120.0,3.0,1.0,3.0,7.0,1.0,4.0,187500.0,3.0,3.0
13035,0.0,1.0,1.0,3.0,1.0,135.0,1.0,3.0,1.0,4.0,1.0,3.0,14500000.0,1.0,1.0
13036,6.4,3.0,8.0,3.0,1.0,80.0,3.0,1.0,3.0,4.0,1.0,4.0,225000.0,1.0,1.0
13037,7.0,3.0,5.0,3.0,1.0,12.0,3.0,3.0,3.0,2.0,1.0,3.0,2000000.0,3.0,3.0
13038,16.0,1.0,8.0,3.0,1.0,80.0,3.0,3.0,3.0,5.0,1.0,4.0,955555.5555555555,3.0,3.0
13039,16.0,1.0,8.0,3.0,3.0,48.0,3.0,3.0,3.0,4.0,3.0,4.0,600000.0,3.0,3.0
13040,60.0,3.0,8.0,1.0,1.0,72.0,3.0,3.0,2.0,4.0,3.0,4.0,3320000.0,3.0,1.0
13042,5.6,1.0,8.0,3.0,1.0,70.0,3.0,3.0,3.0,5.0,3.0,4.0,133333.33333333334,3.0,3.0
13045,5.6,3.0,5.0,3.0,1.0,60.0,3.0,3.0,2.0,3.0,3.0,6.0,666666.6666666666,3.0,3.0
13046,5.6,3.0,5.0,1.0,1.0,30.0,3.0,3.0,2.0,3.0,1.0,6.0,2400000.0,3.0,3.0
13047,8.0,3.0,1.0,1.0,1.0,35.0,1.0,3.0,100.0,5.0,3.0,3.0,125000.0,3.0,3.0
13048,11.2,3.0,5.0,1.0,1.0,48.0,1.0,3.0,2.0,2.0,1.0,6.0,1440000.0,3.0,3.0
13049,0.0,1.0,1.0,1.0,1.0,35.0,1.0,3.0,100.0,4.0,3.0,3.0,2122000.0,3.0,1.0
13051,16.0,3.0,1.0,3.0,1.0,84.0,1.0,3.0,1.0,8.0,1.0,3.0,1860000.0,3.0,3.0
13053,16.0,1.0,1.0,3.0,1.0,40.0,1.0,3.0,1.0,4.0,1.0,1.0,830769.2307692308,3.0,1.0
13054,4.0,1.0,1.0,3.0,1.0,130.0,3.0,3.0,1.0,5.0,3.0,3.0,857142.8571428572,3.0,1.0
13055,0.0,1.0,3.0,3.0,1.0,8.0,1.0,3.0,1.0,4.0,3.0,1.0,2925000.0,3.0,3.0
13056,12.0,1.0,1.0,3.0,1.0,153.0,1.0,3.0,1.0,7.0,1.0,1.0,1145454.5454545454,3.0,1.0
13057,0.0,1.0,1.0,3.0,1.0,126.0,1.0,1.0,1.0,8.0,1.0,2.0,4923076.923076923,1.0,3.0
13058,25.0,1.0,1.0,1.0,1.0,120.0,1.0,3.0,1.0,12.0,3.0,1.0,2357142.8571428573,1.0,3.0
13059,0.0,1.0,1.0,3.0,1.0,300.0,1.0,3.0,1.0,9.0,1.0,2.0,0.0,1.0,3.0
13061,0.0,1.0,1.0,1.0,1.0,48.0,1.0,3.0,1.0,5.0,1.0,3.0,8050000.0,3.0,3.0
13062,30.8,1.0,2.0,3.0,1.0,78.0,3.0,3.0,1.0,8.0,3.0,2.0,1840000.0,3.0,3.0
13063,80.0,1.0,100.0,1.0,1.0,72.0,3.0,3.0,1.0,4.0,1.0,4.0,19066666.666666668,1.0,1.0
13064,0.0,1.0,1.0,3.0,1.0,36.0,1.0,3.0,1.0,5.0,1.0,2.0,4733333.333333333,3.0,3.0
13065,0.0,1.0,2.0,3.0,1.0,200.0,1.0,3.0,2.0,26.0,3.0,4.0,6000000.0,3.0,3.0
13067,0.0,1.0,2.0,3.0,1.0,56.0,1.0,3.0,1.0,4.0,1.0,3.0,1714285.7142857143,3.0,1.0
13068,32.0,3.0,1.0,1.0,1.0,70.0,1.0,3.0,1.0,6.0,1.0,1.0,3330000.0,3.0,3.0
13069,12.0,3.0,2.0,1.0,1.0,77.0,1.0,3.0,1.0,7.0,1.0,3.0,2880000.0,3.0,3.0
13070,8.0,3.0,2.0,1.0,1.0,84.0,1.0,3.0,1.0,5.0,1.0,3.0,3100000.0,1.0,3.0
13073,0.0,3.0,2.0,1.0,1.0,63.0,1.0,3.0,1.0,6.0,1.0,3.0,425000.0,3.0,3.0
13074,12.0,3.0,1.0,1.0,1.0,108.0,1.0,1.0,1.0,6.0,1.0,2.0,1028571.4285714285,3.0,3.0
13075,0.0,1.0,1.0,3.0,1.0,100.0,1.0,3.0,1.0,8.0,1.0,3.0,9200000.0,1.0,1.0
13076,4.0,1.0,1.0,3.0,1.0,72.0,1.0,3.0,1.0,6.0,1.0,3.0,6810000.0,1.0,3.0
13077,8.0,1.0,1.0,3.0,1.0,28.0,1.0,3.0,1.0,6.0,1.0,100.0,307142.85714285716,3.0,1.0
13078,8.0,3.0,1.0,1.0,1.0,32.0,1.0,3.0,2.0,3.0,3.0,6.0,90000.0,3.0,3.0
13079,4.8,1.0,1.0,3.0,1.0,42.0,1.0,3.0,1.0,2.0,1.0,3.0,1200000.0,3.0,1.0
13080,11.2,3.0,1.0,1.0,1.0,66.0,3.0,3.0,1.0,6.0,3.0,3.0,900000.0,3.0,1.0
13081,80.0,1.0,1.0,3.0,1.0,60.0,1.0,3.0,2.0,6.0,3.0,1.0,914285.7142857143,3.0,3.0
13083,10.0,3.0,6.0,3.0,1.0,18.0,1.0,3.0,100.0,2.0,1.0,3.0,2340000.0,3.0,3.0
13084,0.0,1.0,8.0,3.0,1.0,80.0,1.0,1.0,2.0,4.0,1.0,4.0,2500000.0,1.0,1.0
13086,50.0,1.0,1.0,3.0,1.0,42.0,1.0,3.0,1.0,4.0,1.0,3.0,3100000.0,1.0,1.0
13087,0.0,1.0,1.0,3.0,1.0,49.0,1.0,3.0,2.0,5.0,1.0,3.0,1000000.0,1.0,1.0
13088,0.0,3.0,8.0,3.0,1.0,35.0,3.0,1.0,2.0,3.0,1.0,4.0,2400000.0,1.0,3.0
13089,24.0,1.0,2.0,3.0,1.0,84.0,3.0,3.0,1.0,9.0,3.0,4.0,0.0,3.0,3.0
13090,0.0,1.0,2.0,3.0,1.0,63.0,1.0,3.0,1.0,4.0,3.0,2.0,15320000.0,3.0,3.0
13092,0.0,3.0,8.0,3.0,1.0,56.0,3.0,3.0,2.0,4.0,1.0,4.0,1000000.0,3.0,3.0
13093,0.0,3.0,2.0,3.0,1.0,300.0,3.0,3.0,2.0,4.0,1.0,2.0,342857.14285714284,1.0,3.0
13094,2.4,3.0,2.0,3.0,1.0,30.0,1.0,3.0,1.0,3.0,1.0,2.0,500000.0,3.0,3.0
13095,0.0,1.0,8.0,1.0,1.0,76.0,3.0,3.0,100.0,6.0,1.0,4.0,6200000.0,1.0,3.0
13096,30.0,1.0,2.0,3.0,1.0,135.0,1.0,3.0,2.0,7.0,1.0,4.0,10600000.0,1.0,3.0
13097,0.0,1.0,8.0,3.0,1.0,80.0,1.0,3.0,2.0,4.0,1.0,4.0,928571.4285714285,3.0,1.0
13098,16.0,3.0,8.0,3.0,3.0,35.0,1.0,3.0,2.0,1.0,1.0,4.0,0.0,3.0,1.0
13100,0.0,1.0,8.0,1.0,1.0,90.0,1.0,3.0,2.0,8.0,3.0,4.0,2272727.272727273,3.0,3.0
13101,0.0,1.0,8.0,3.0,1.0,70.0,3.0,3.0,2.0,5.0,1.0,4.0,2333333.3333333335,3.0,1.0
13102,24.0,1.0,8.0,3.0,1.0,96.0,1.0,3.0,2.0,5.0,3.0,4.0,2000000.0,3.0,1.0
13103,0.0,1.0,8.0,1.0,1.0,72.0,1.0,3.0,2.0,4.0,1.0,4.0,2818750.0,1.0,1.0
13106,0.0,1.0,8.0,1.0,1.0,42.0,3.0,3.0,100.0,3.0,1.0,4.0,250000.0,3.0,3.0
13107,0.0,3.0,8.0,1.0,1.0,56.0,1.0,3.0,3.0,3.0,1.0,4.0,428571.4285714286,1.0,1.0
13108,0.0,3.0,8.0,3.0,1.0,35.0,1.0,3.0,100.0,3.0,1.0,4.0,981818.1818181818,3.0,3.0
13109,0.0,1.0,8.0,1.0,1.0,72.0,1.0,3.0,2.0,6.0,1.0,4.0,1200000.0,1.0,1.0
13110,0.0,3.0,8.0,3.0,1.0,180.0,1.0,3.0,2.0,7.0,1.0,100.0,120000.0,1.0,3.0
13111,2.0,3.0,2.0,1.0,1.0,40.0,1.0,3.0,100.0,4.0,3.0,4.0,380000.0,3.0,3.0
13112,0.0,1.0,8.0,3.0,1.0,70.0,1.0,3.0,1.0,3.0,1.0,1.0,11067600.0,1.0,1.0
13113,0.0,1.0,8.0,3.0,1.0,42.0,1.0,3.0,2.0,3.0,1.0,4.0,357142.85714285716,3.0,1.0
13114,0.0,1.0,1.0,3.0,1.0,50.0,3.0,1.0,1.0,2.0,1.0,1.0,2400000.0,1.0,1.0
13115,0.2,1.0,8.0,3.0,1.0,42.0,3.0,3.0,100.0,5.0,3.0,4.0,1242857.142857143,3.0,3.0
13116,0.0,3.0,8.0,3.0,1.0,48.0,3.0,1.0,2.0,3.0,1.0,4.0,1500000.0,1.0,1.0
13117,0.0,1.0,1.0,3.0,1.0,98.0,1.0,3.0,1.0,8.0,1.0,2.0,7800000.0,1.0,1.0
13118,0.0,3.0,8.0,1.0,1.0,72.0,3.0,1.0,2.0,6.0,1.0,4.0,4733333.333333333,3.0,3.0
13119,10.0,3.0,5.0,1.0,1.0,60.0,1.0,3.0,2.0,2.0,1.0,4.0,3566666.6666666665,1.0,3.0
13120,0.0,1.0,8.0,1.0,3.0,48.0,3.0,3.0,3.0,3.0,1.0,4.0,480000.0,3.0,3.0
13122,8.0,3.0,8.0,3.0,3.0,48.0,1.0,3.0,3.0,3.0,3.0,4.0,1125000.0,3.0,3.0
13123,0.0,1.0,8.0,1.0,1.0,60.0,3.0,3.0,3.0,4.0,3.0,4.0,666666.6666666666,3.0,3.0
13124,4.0,3.0,8.0,3.0,3.0,85.0,3.0,3.0,2.0,3.0,3.0,4.0,120000.0,3.0,3.0
13126,16.0,3.0,8.0,1.0,1.0,120.0,3.0,1.0,2.0,4.0,1.0,4.0,500000.0,3.0,1.0
13127,8.0,1.0,1.0,3.0,1.0,64.0,3.0,3.0,1.0,6.0,1.0,3.0,2150000.0,3.0,1.0
13128,4.0,3.0,8.0,1.0,1.0,28.0,3.0,3.0,3.0,3.0,1.0,4.0,833333.3333333334,3.0,3.0
13129,0.0,3.0,8.0,3.0,3.0,56.0,1.0,1.0,2.0,3.0,1.0,4.0,442000.0,3.0,3.0
13130,10.0,1.0,8.0,1.0,1.0,50.0,3.0,3.0,2.0,5.0,3.0,4.0,250000.0,3.0,3.0
13132,8.0,1.0,8.0,3.0,1.0,54.0,1.0,3.0,3.0,2.0,1.0,4.0,625000.0,3.0,3.0
13133,0.0,1.0,8.0,1.0,3.0,90.0,3.0,3.0,2.0,7.0,1.0,4.0,500000.0,1.0,3.0
13134,2.4,1.0,8.0,1.0,1.0,99.0,3.0,3.0,3.0,6.0,1.0,4.0,428571.4285714286,3.0,3.0
13135,8.0,1.0,8.0,1.0,1.0,70.0,3.0,3.0,2.0,5.0,1.0,4.0,1750000.0,1.0,1.0
13137,0.0,1.0,1.0,3.0,1.0,18.0,1.0,3.0,1.0,4.0,1.0,2.0,7600000.0,1.0,3.0
13138,0.0,1.0,2.0,3.0,1.0,15.0,1.0,3.0,1.0,1.0,3.0,2.0,0.0,3.0,1.0
13139,0.0,1.0,8.0,1.0,1.0,60.0,3.0,3.0,2.0,5.0,3.0,4.0,1062500.0,3.0,3.0
13140,0.0,1.0,8.0,1.0,1.0,96.0,3.0,3.0,2.0,6.0,1.0,4.0,1500000.0,3.0,3.0
13141,8.0,1.0,8.0,3.0,1.0,36.0,3.0,1.0,3.0,6.0,1.0,4.0,300000.0,3.0,3.0
13143,0.0,1.0,2.0,3.0,1.0,120.0,1.0,3.0,1.0,5.0,1.0,3.0,1000000.0,1.0,1.0
13144,8.0,1.0,8.0,3.0,1.0,80.0,1.0,3.0,3.0,5.0,1.0,4.0,1811111.111111111,3.0,1.0
13146,10.0,1.0,8.0,3.0,3.0,32.0,3.0,3.0,3.0,3.0,1.0,4.0,125000.0,3.0,1.0
13147,0.0,1.0,8.0,3.0,1.0,56.0,1.0,3.0,2.0,6.0,1.0,4.0,1600000.0,3.0,3.0
13148,10.0,1.0,8.0,3.0,1.0,80.0,3.0,3.0,2.0,10.0,1.0,4.0,5704285.714285715,3.0,1.0
13149,40.0,1.0,1.0,3.0,1.0,98.0,1.0,3.0,1.0,7.0,1.0,1.0,10660000.0,1.0,1.0
13150,3.0,1.0,8.0,3.0,3.0,30.0,3.0,3.0,3.0,2.0,1.0,4.0,333333.3333333333,3.0,3.0
13151,0.0,1.0,8.0,1.0,1.0,72.0,3.0,3.0,3.0,5.0,1.0,4.0,1166666.6666666667,1.0,1.0
13152,4.0,3.0,8.0,1.0,1.0,72.0,3.0,3.0,3.0,3.0,3.0,4.0,750000.0,3.0,3.0
13153,0.0,3.0,8.0,1.0,1.0,93.0,3.0,1.0,100.0,6.0,1.0,4.0,300000.0,1.0,1.0
13154,10.0,3.0,8.0,3.0,1.0,10.0,3.0,1.0,3.0,2.0,3.0,4.0,600000.0,3.0,1.0
13155,8.0,3.0,8.0,1.0,3.0,60.0,1.0,3.0,3.0,3.0,3.0,4.0,237142.85714285713,3.0,3.0
13156,0.0,1.0,8.0,1.0,1.0,18.0,3.0,3.0,2.0,4.0,3.0,4.0,100000.0,3.0,3.0
13157,16.0,1.0,1.0,3.0,1.0,40.0,1.0,3.0,1.0,6.0,1.0,2.0,1666666.6666666667,3.0,1.0
13158,0.0,3.0,8.0,1.0,1.0,48.0,3.0,3.0,2.0,4.0,1.0,4.0,100000.0,3.0,3.0
13159,0.0,3.0,8.0,1.0,1.0,40.0,1.0,3.0,3.0,3.0,1.0,4.0,392857.14285714284,3.0,3.0
13160,0.0,1.0,8.0,3.0,1.0,72.0,3.0,3.0,2.0,4.0,3.0,4.0,687500.0,3.0,3.0
13161,8.0,3.0,8.0,1.0,3.0,35.0,3.0,3.0,2.0,4.0,1.0,4.0,200000.0,3.0,3.0
13162,50.0,1.0,8.0,3.0,3.0,60.0,3.0,3.0,2.0,3.0,3.0,4.0,100000.0,3.0,3.0
13163,0.0,3.0,8.0,3.0,1.0,40.0,3.0,3.0,2.0,6.0,1.0,4.0,525000.0,3.0,1.0
13164,0.0,1.0,8.0,3.0,1.0,96.0,1.0,3.0,2.0,5.0,1.0,4.0,2261538.4615384615,3.0,3.0
13165,10.0,3.0,8.0,3.0,1.0,20.0,3.0,3.0,2.0,2.0,1.0,4.0,1500000.0,3.0,3.0
13166,0.0,3.0,8.0,1.0,3.0,28.0,1.0,3.0,2.0,3.0,3.0,4.0,666666.6666666666,3.0,1.0
13167,0.0,3.0,8.0,1.0,1.0,66.0,1.0,3.0,2.0,3.0,1.0,4.0,2248000.0,3.0,3.0
13169,0.0,3.0,1.0,3.0,3.0,90.0,3.0,3.0,2.0,2.0,3.0,6.0,0.0,3.0,3.0
13171,0.0,3.0,8.0,3.0,1.0,40.0,3.0,3.0,2.0,4.0,3.0,4.0,207142.85714285713,3.0,3.0
13172,0.0,1.0,8.0,1.0,1.0,42.0,1.0,3.0,2.0,4.0,1.0,4.0,375000.0,3.0,3.0
13173,0.0,1.0,8.0,3.0,1.0,84.0,3.0,3.0,2.0,4.0,3.0,4.0,850000.0,3.0,3.0
13174,0.0,3.0,8.0,1.0,1.0,35.0,1.0,3.0,2.0,3.0,1.0,4.0,580000.0,3.0,3.0
13175,0.0,1.0,8.0,3.0,1.0,72.0,3.0,3.0,3.0,3.0,1.0,4.0,775000.0,3.0,3.0
13176,0.0,3.0,8.0,1.0,1.0,42.0,1.0,3.0,2.0,4.0,1.0,4.0,553846.1538461539,3.0,3.0
13178,0.0,1.0,8.0,1.0,1.0,50.0,3.0,3.0,3.0,4.0,3.0,4.0,214285.7142857143,3.0,3.0
13179,0.0,1.0,8.0,1.0,3.0,60.0,3.0,3.0,2.0,4.0,1.0,4.0,0.0,3.0,3.0
13181,0.0,1.0,8.0,3.0,1.0,90.0,3.0,3.0,2.0,3.0,1.0,4.0,100000.0,3.0,3.0
13182,0.0,1.0,1.0,3.0,1.0,45.0,1.0,3.0,2.0,4.0,3.0,4.0,993333.3333333334,3.0,3.0
13183,10.0,1.0,8.0,3.0,1.0,42.0,1.0,3.0,2.0,3.0,1.0,4.0,150000.0,3.0,3.0
13184,0.0,1.0,8.0,3.0,3.0,72.0,3.0,3.0,2.0,3.0,1.0,4.0,180000.0,3.0,3.0
13185,0.0,1.0,6.0,3.0,1.0,60.0,3.0,3.0,2.0,4.0,1.0,4.0,233333.33333333334,3.0,3.0
13186,0.0,3.0,8.0,3.0,1.0,84.0,3.0,1.0,2.0,4.0,1.0,4.0,1200000.0,3.0,3.0
13188,0.0,3.0,8.0,1.0,1.0,72.0,1.0,3.0,2.0,4.0,3.0,4.0,500000.0,3.0,3.0
13189,0.0,3.0,8.0,1.0,1.0,70.0,3.0,3.0,2.0,3.0,3.0,4.0,750000.0,3.0,1.0
13190,16.0,1.0,6.0,3.0,1.0,42.0,1.0,1.0,1.0,4.0,1.0,2.0,1714285.7142857143,3.0,3.0
13191,0.0,1.0,8.0,3.0,1.0,84.0,3.0,3.0,2.0,3.0,3.0,4.0,750000.0,3.0,3.0
13192,0.0,1.0,8.0,1.0,1.0,54.0,1.0,3.0,3.0,4.0,1.0,4.0,2666666.6666666665,3.0,3.0
13193,0.0,3.0,8.0,3.0,1.0,21.0,1.0,3.0,2.0,3.0,3.0,4.0,593750.0,3.0,3.0
13194,0.0,1.0,8.0,1.0,3.0,18.0,3.0,3.0,2.0,5.0,1.0,4.0,720000.0,3.0,1.0
13195,0.0,1.0,8.0,1.0,3.0,55.0,3.0,3.0,2.0,3.0,1.0,4.0,416666.6666666667,3.0,3.0
13198,0.0,1.0,8.0,1.0,1.0,96.0,1.0,1.0,2.0,6.0,1.0,4.0,1000000.0,3.0,1.0
13199,0.0,1.0,8.0,3.0,1.0,59.0,1.0,3.0,2.0,6.0,1.0,4.0,1600000.0,3.0,3.0
13200,11.2,1.0,2.0,3.0,1.0,82.0,1.0,3.0,2.0,8.0,1.0,3.0,1583333.3333333333,3.0,1.0
13201,0.0,3.0,8.0,3.0,3.0,45.0,3.0,3.0,3.0,3.0,3.0,4.0,216666.66666666666,3.0,3.0
13202,0.0,1.0,8.0,3.0,3.0,36.0,3.0,3.0,2.0,5.0,3.0,4.0,650000.0,3.0,3.0
13203,0.0,1.0,8.0,3.0,3.0,48.0,1.0,3.0,2.0,3.0,3.0,4.0,1164285.7142857143,3.0,3.0
13204,0.0,1.0,8.0,3.0,1.0,40.0,1.0,3.0,2.0,3.0,1.0,4.0,1500000.0,1.0,3.0
13206,8.0,1.0,8.0,3.0,1.0,75.0,1.0,3.0,2.0,4.0,1.0,4.0,360000.0,3.0,3.0
13208,5.6,3.0,8.0,1.0,1.0,130.0,1.0,3.0,2.0,5.0,1.0,3.0,1300000.0,3.0,3.0
13209,5.6,1.0,2.0,3.0,3.0,49.0,1.0,3.0,2.0,3.0,1.0,4.0,800000.0,3.0,3.0
13210,0.0,3.0,8.0,1.0,1.0,50.0,1.0,3.0,2.0,4.0,3.0,4.0,700000.0,3.0,3.0
13211,8.0,1.0,8.0,1.0,1.0,60.0,1.0,3.0,2.0,5.0,1.0,4.0,614285.7142857143,3.0,3.0
13213,12.0,3.0,8.0,3.0,3.0,24.0,3.0,3.0,3.0,3.0,1.0,100.0,75000.0,3.0,3.0
13214,4.0,3.0,8.0,3.0,1.0,45.0,1.0,3.0,3.0,4.0,3.0,4.0,1125000.0,3.0,3.0
13218,16.0,3.0,8.0,1.0,1.0,28.0,3.0,3.0,2.0,2.0,3.0,4.0,300000.0,3.0,3.0
13219,8.0,1.0,8.0,3.0,1.0,96.0,1.0,3.0,2.0,5.0,3.0,3.0,870000.0,3.0,3.0
13220,40.0,1.0,2.0,3.0,1.0,71.0,1.0,3.0,2.0,5.0,1.0,4.0,500000.0,3.0,1.0
13221,0.0,3.0,8.0,3.0,1.0,120.0,1.0,3.0,2.0,5.0,1.0,4.0,833333.3333333334,3.0,3.0
13222,0.0,3.0,2.0,3.0,1.0,160.0,1.0,1.0,1.0,7.0,1.0,2.0,333333.3333333333,1.0,1.0
13224,0.0,1.0,8.0,3.0,1.0,60.0,1.0,3.0,2.0,4.0,1.0,4.0,1200000.0,1.0,3.0
13225,12.0,3.0,8.0,3.0,1.0,36.0,1.0,3.0,3.0,3.0,1.0,4.0,750000.0,3.0,3.0
13227,0.0,1.0,8.0,3.0,1.0,128.0,3.0,3.0,2.0,6.0,1.0,4.0,1071428.5714285714,3.0,3.0
13228,0.0,3.0,8.0,3.0,1.0,90.0,3.0,3.0,2.0,4.0,1.0,4.0,2285714.285714286,3.0,1.0
13229,0.0,3.0,8.0,1.0,1.0,70.0,3.0,3.0,2.0,6.0,3.0,4.0,0.0,3.0,3.0
13230,0.0,3.0,8.0,1.0,1.0,56.0,1.0,3.0,3.0,3.0,1.0,4.0,900000.0,3.0,3.0
13231,20.0,3.0,8.0,1.0,1.0,168.0,1.0,3.0,2.0,2.0,3.0,4.0,1250000.0,3.0,1.0
13232,0.0,3.0,8.0,3.0,3.0,56.0,3.0,3.0,2.0,4.0,3.0,4.0,1050000.0,3.0,3.0
13233,0.0,1.0,8.0,3.0,1.0,40.0,3.0,3.0,100.0,5.0,1.0,4.0,360000.0,3.0,3.0
13234,0.0,3.0,8.0,3.0,1.0,54.0,3.0,3.0,2.0,2.0,1.0,4.0,10000000.0,1.0,1.0
13236,0.0,1.0,8.0,1.0,1.0,54.0,1.0,3.0,2.0,4.0,3.0,4.0,806000.0,3.0,3.0
13237,20.0,3.0,8.0,1.0,1.0,35.0,1.0,3.0,2.0,2.0,1.0,4.0,400000.0,3.0,3.0
13238,10.0,3.0,8.0,3.0,1.0,40.0,3.0,3.0,2.0,3.0,3.0,4.0,30000.0,3.0,3.0
13239,16.0,3.0,2.0,3.0,1.0,33.0,1.0,3.0,1.0,4.0,1.0,2.0,1000000.0,1.0,3.0
13240,18.0,1.0,8.0,1.0,3.0,72.0,3.0,1.0,100.0,5.0,1.0,4.0,690909.0909090909,3.0,3.0
13241,22.4,3.0,8.0,1.0,1.0,42.0,3.0,3.0,100.0,3.0,1.0,4.0,2625000.0,3.0,1.0
13242,24.0,1.0,8.0,1.0,1.0,56.0,3.0,3.0,2.0,3.0,3.0,4.0,1000000.0,3.0,3.0
13245,11.2,1.0,1.0,3.0,1.0,180.0,1.0,3.0,1.0,7.0,1.0,3.0,500000.0,3.0,3.0
13248,8.0,3.0,6.0,3.0,1.0,35.0,3.0,3.0,2.0,5.0,3.0,4.0,0.0,3.0,3.0
13249,0.0,1.0,8.0,1.0,1.0,84.0,1.0,1.0,2.0,5.0,1.0,4.0,1000000.0,1.0,1.0
13250,0.0,3.0,8.0,1.0,1.0,96.0,1.0,1.0,2.0,3.0,3.0,4.0,833333.3333333334,3.0,3.0
13251,4.0,3.0,8.0,1.0,1.0,110.0,1.0,3.0,2.0,5.0,1.0,4.0,1542857.142857143,3.0,1.0
13252,0.0,3.0,8.0,1.0,1.0,20.0,3.0,3.0,100.0,3.0,3.0,4.0,2500000.0,3.0,3.0
13253,0.0,1.0,8.0,1.0,1.0,42.0,3.0,1.0,3.0,3.0,1.0,4.0,6142857.142857143,1.0,3.0
13254,0.0,3.0,8.0,1.0,1.0,80.0,3.0,3.0,2.0,6.0,1.0,4.0,3007692.3076923075,3.0,1.0
13255,0.0,1.0,8.0,3.0,1.0,81.0,3.0,1.0,2.0,3.0,1.0,4.0,833333.3333333334,3.0,3.0
13256,20.0,3.0,100.0,1.0,1.0,20.0,3.0,3.0,3.0,2.0,3.0,6.0,750000.0,3.0,3.0
13257,0.0,1.0,8.0,1.0,1.0,132.0,1.0,1.0,2.0,4.0,1.0,4.0,3175000.0,3.0,3.0
13259,0.0,3.0,8.0,1.0,1.0,40.0,3.0,3.0,3.0,4.0,3.0,4.0,400000.0,3.0,3.0
13260,0.0,1.0,1.0,3.0,1.0,144.0,1.0,1.0,1.0,9.0,1.0,2.0,5666666.666666667,1.0,1.0
13261,0.0,3.0,8.0,1.0,1.0,35.0,1.0,3.0,100.0,4.0,3.0,4.0,318181.8181818182,3.0,3.0
13262,0.0,3.0,8.0,1.0,1.0,128.0,1.0,3.0,2.0,4.0,3.0,4.0,1483333.3333333333,3.0,3.0
13263,0.0,1.0,1.0,3.0,1.0,78.0,1.0,3.0,1.0,4.0,1.0,2.0,566666.6666666666,3.0,3.0
13264,0.0,1.0,8.0,1.0,1.0,35.0,3.0,3.0,100.0,4.0,1.0,4.0,375000.0,1.0,3.0
13265,0.0,1.0,8.0,1.0,3.0,64.0,1.0,3.0,3.0,3.0,3.0,4.0,500000.0,1.0,3.0
13266,24.0,3.0,8.0,1.0,1.0,54.0,3.0,3.0,100.0,4.0,3.0,4.0,500000.0,3.0,3.0
