,housetype,waste,trash,stagnantwater,nearstable,ventilation,cleanyard,mediumyard,kitchenoutside,sharebedkitch,numroom,floor,outerwall,roof,hhid07,housesqm,own_house,own_otherbuilding,own_land,own_livestock,own_poultry,own_tanamankeras,own_vehicles,own_hhappliance,own_fininstrument_7,own_receivables,own_jewelry,own_furniture,own_others,ricebought,ipercap,hhid14,own_fininstrument_14
9711,2.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,3.0,3.0,11.0,1.0,1.0,4.0,2372100,272.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,3.0,7.0,16000000.0,2372100,1.0
9712,1.0,1.0,3.0,3.0,1.0,1.0,3.0,1.0,3.0,1.0,8.0,3.0,1.0,4.0,2372200,100.0,1.0,3.0,3.0,1.0,3.0,3.0,1.0,3.0,3.0,3.0,1.0,1.0,3.0,25.0,1100000.0,2372200,3.0
9713,1.0,3.0,1.0,1.0,3.0,1.0,3.0,1.0,3.0,3.0,6.0,1.0,1.0,4.0,2372241,80.0,1.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,3.0,3.0,3.0,1.0,3.0,25.0,3600000.0,2372241,3.0
9714,1.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,3.0,3.0,7.0,1.0,1.0,4.0,2372231,176.0,1.0,3.0,1.0,3.0,3.0,3.0,1.0,1.0,3.0,3.0,1.0,1.0,1.0,25.0,3442285.714285714,2372231,3.0
9715,1.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,3.0,3.0,7.0,1.0,1.0,4.0,2372400,90.0,1.0,3.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,3.0,0.0,2950000.0,2372400,1.0
9717,1.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,3.0,1.0,7.0,1.0,1.0,4.0,2372500,66.0,1.0,3.0,3.0,1.0,3.0,3.0,1.0,1.0,3.0,3.0,1.0,1.0,3.0,0.0,2000000.0,2372500,1.0
9718,1.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,3.0,3.0,8.0,1.0,1.0,4.0,2372600,137.0,1.0,3.0,1.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,0.0,2000000.0,2372600,3.0
9719,1.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,3.0,3.0,7.0,1.0,1.0,4.0,2372700,75.0,1.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,3.0,3.0,1.0,1.0,3.0,5.0,3780000.0,2372700,3.0
9720,1.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,3.0,3.0,8.0,1.0,1.0,4.0,2372800,75.0,1.0,3.0,3.0,1.0,3.0,1.0,1.0,1.0,3.0,3.0,1.0,1.0,3.0,0.0,3210000.0,2372800,3.0
9721,5.0,3.0,3.0,3.0,3.0,1.0,3.0,1.0,1.0,3.0,3.0,2.0,1.0,4.0,2372841,12.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,3.0,3.0,1.0,1.0,0.0,0.0,2372841,1.0
9722,1.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,3.0,3.0,7.0,3.0,1.0,4.0,2372900,75.0,1.0,1.0,3.0,3.0,3.0,1.0,1.0,1.0,3.0,3.0,1.0,1.0,1.0,10.0,2880000.0,2372900,1.0
9723,3.0,1.0,3.0,1.0,1.0,3.0,1.0,1.0,3.0,1.0,7.0,1.0,1.0,4.0,2372941,45.0,1.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,3.0,3.0,1.0,1.0,3.0,0.0,4200000.0,2372941,1.0
9727,1.0,3.0,3.0,3.0,3.0,1.0,1.0,3.0,3.0,3.0,7.0,2.0,1.0,4.0,2373000,60.0,1.0,3.0,1.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.5,0.0,2373000,3.0
9728,1.0,3.0,3.0,3.0,3.0,1.0,1.0,3.0,3.0,1.0,7.0,1.0,1.0,4.0,2373041,45.0,1.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,3.0,1.0,1.0,3.0,3.5,2973333.3333333335,2373041,3.0
9729,1.0,3.0,3.0,3.0,3.0,1.0,3.0,3.0,3.0,1.0,7.0,3.0,1.0,4.0,2373031,84.0,1.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,3.0,3.0,3.0,1.0,3.0,4.0,2275000.0,2373031,3.0
9730,3.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,3.0,3.0,5.0,1.0,1.0,4.0,2380100,58.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,3.0,4.0,1200000.0,2380100,3.0
9731,3.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,3.0,3.0,7.0,1.0,1.0,4.0,2380200,60.0,1.0,3.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,0.0,3942857.1428571427,2380200,3.0
9732,1.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,7.0,1.0,1.0,4.0,2380211,100.0,1.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,3.0,1.0,1.0,3.0,4.0,3083333.3333333335,2380211,1.0
9733,1.0,3.0,3.0,3.0,3.0,1.0,1.0,3.0,3.0,3.0,7.0,1.0,1.0,4.0,2380300,72.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,3.0,3.0,3.0,1.0,3.0,0.0,9675000.0,2380300,3.0
9734,1.0,3.0,3.0,3.0,3.0,1.0,1.0,3.0,3.0,3.0,5.0,2.0,1.0,4.0,2380341,36.0,1.0,3.0,1.0,1.0,3.0,3.0,1.0,1.0,3.0,3.0,1.0,1.0,3.0,0.0,7360000.0,2380341,1.0
9738,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,3.0,1.0,3.0,1.0,5.0,2380400,9.0,3.0,1.0,3.0,3.0,3.0,3.0,3.0,1.0,3.0,3.0,1.0,1.0,3.0,2.0,9000000.0,2380400,3.0
9739,1.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,3.0,3.0,3.0,2.0,1.0,4.0,2380441,32.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,3.0,3.0,3.0,1.0,3.0,0.0,3232000.0,2380441,3.0
9740,1.0,3.0,3.0,3.0,1.0,1.0,1.0,3.0,3.0,3.0,5.0,1.0,1.0,4.0,2380500,60.0,1.0,3.0,1.0,1.0,3.0,3.0,1.0,1.0,3.0,3.0,1.0,1.0,3.0,0.0,3000000.0,2380500,3.0
9741,1.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,3.0,3.0,5.0,1.0,1.0,4.0,2380541,60.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,3.0,3.0,3.0,1.0,3.0,0.0,10800000.0,2380541,3.0
9742,1.0,3.0,3.0,3.0,3.0,1.0,1.0,3.0,3.0,3.0,6.0,1.0,1.0,4.0,2380700,60.0,1.0,3.0,1.0,3.0,3.0,3.0,1.0,1.0,1.0,3.0,1.0,1.0,3.0,25.0,5500000.0,2380700,3.0
9743,1.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,3.0,3.0,4.0,1.0,1.0,4.0,2380741,9.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,3.0,3.0,1.0,1.0,3.0,0.0,9300000.0,2380741,3.0
9744,5.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,3.0,3.0,8.0,1.0,1.0,4.0,2380800,120.0,3.0,3.0,3.0,1.0,3.0,3.0,1.0,1.0,3.0,3.0,1.0,1.0,1.0,0.0,4000000.0,2380800,1.0
9745,5.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,1.0,4.0,2381000,15.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,3.0,3.0,1.0,1.0,3.0,3.5,3200000.0,2381000,3.0
9746,1.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,3.0,1.0,13.0,2.0,1.0,4.0,2381100,160.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.75,0.0,2381100,3.0
9747,1.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,3.0,4.0,1.0,1.0,4.0,2381141,95.0,1.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,3.0,1.0,1.0,3.0,4.0,9000000.0,2381141,1.0
9749,1.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,3.0,3.0,14.0,1.0,1.0,4.0,2381132,160.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,3.0,1.0,1.0,3.0,0.0,3380000.0,2381132,3.0
9751,1.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,3.0,3.0,9.0,1.0,1.0,4.0,2381200,260.0,1.0,3.0,1.0,3.0,3.0,3.0,1.0,1.0,3.0,3.0,1.0,1.0,3.0,7.0,4457142.857142857,2381200,3.0
9752,1.0,3.0,3.0,3.0,3.0,3.0,1.0,3.0,1.0,3.0,6.0,1.0,1.0,4.0,2381231,40.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,3.0,1.0,1.0,1.0,3.0,5.0,8000000.0,2381231,3.0
9753,1.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,3.0,1.0,10.0,2.0,1.0,4.0,2381400,120.0,1.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,3.0,3.0,3.0,1.0,3.0,10.0,540000.0,2381400,1.0
9756,1.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,3.0,3.0,7.0,1.0,1.0,4.0,2381532,60.0,1.0,3.0,1.0,3.0,3.0,3.0,1.0,1.0,3.0,1.0,1.0,1.0,3.0,5.0,8250000.0,2381532,3.0
9759,2.0,3.0,1.0,1.0,3.0,1.0,3.0,3.0,3.0,3.0,10.0,2.0,1.0,4.0,2381700,100.0,1.0,1.0,3.0,1.0,3.0,3.0,1.0,1.0,3.0,3.0,1.0,1.0,3.0,0.0,0.0,2381700,1.0
9760,2.0,3.0,3.0,3.0,3.0,1.0,1.0,3.0,3.0,3.0,7.0,1.0,1.0,4.0,2381741,65.0,3.0,3.0,1.0,3.0,3.0,3.0,1.0,1.0,3.0,3.0,1.0,1.0,3.0,0.0,15200000.0,2381741,1.0
9762,2.0,3.0,1.0,3.0,3.0,1.0,3.0,3.0,3.0,3.0,10.0,2.0,1.0,4.0,2381743,100.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,3.0,1.0,1.0,3.0,0.0,5800000.0,2381743,3.0
9763,5.0,3.0,3.0,1.0,3.0,1.0,1.0,1.0,3.0,3.0,5.0,1.0,1.0,4.0,2381744,45.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,3.0,1.0,1.0,3.0,0.0,12000000.0,2381744,1.0
9764,1.0,3.0,1.0,3.0,3.0,1.0,3.0,1.0,3.0,3.0,5.0,3.0,1.0,4.0,2381800,70.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,7.0,5540000.0,2381800,3.0
9765,2.0,3.0,1.0,1.0,3.0,1.0,3.0,1.0,3.0,3.0,8.0,1.0,1.0,4.0,2381900,42.0,3.0,1.0,3.0,3.0,3.0,3.0,1.0,1.0,3.0,3.0,1.0,1.0,3.0,8.0,1800000.0,2381900,1.0
9766,2.0,3.0,3.0,1.0,3.0,1.0,3.0,3.0,1.0,3.0,6.0,2.0,1.0,4.0,2382011,50.0,1.0,1.0,3.0,3.0,3.0,3.0,1.0,1.0,3.0,3.0,3.0,1.0,3.0,7.0,125000.0,2382011,1.0
9767,1.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,3.0,10.0,1.0,1.0,4.0,2390100,105.0,1.0,3.0,1.0,1.0,3.0,3.0,1.0,1.0,1.0,3.0,1.0,1.0,3.0,10.5,562500.0,2390100,1.0
9768,1.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,3.0,6.0,1.0,1.0,4.0,2390141,72.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,3.0,1.0,1.0,3.0,0.0,7750000.0,2390141,3.0
9769,1.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,3.0,3.0,5.0,1.0,1.0,4.0,2390111,70.0,1.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,3.0,3.0,1.0,1.0,3.0,10.0,7066666.666666667,2390111,3.0
9770,1.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,3.0,6.0,1.0,1.0,4.0,2390131,140.0,1.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,3.0,3.0,1.0,1.0,3.0,7.0,4500000.0,2390131,3.0
9771,1.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,3.0,7.0,1.0,1.0,4.0,2390200,60.0,1.0,3.0,3.0,1.0,3.0,1.0,1.0,1.0,3.0,3.0,1.0,1.0,1.0,7.0,445000.0,2390200,3.0
9772,1.0,3.0,3.0,3.0,3.0,1.0,1.0,3.0,3.0,3.0,6.0,2.0,1.0,4.0,2390300,75.0,1.0,3.0,3.0,1.0,3.0,1.0,1.0,1.0,3.0,3.0,1.0,1.0,3.0,0.0,5125900.0,2390300,1.0
9773,1.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,3.0,7.0,1.0,1.0,4.0,2390331,65.0,1.0,3.0,3.0,1.0,3.0,3.0,1.0,1.0,3.0,3.0,1.0,1.0,3.0,0.0,2616666.6666666665,2390331,3.0
9774,1.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,3.0,8.0,3.0,1.0,4.0,2390332,90.0,1.0,3.0,1.0,3.0,3.0,3.0,1.0,1.0,1.0,3.0,3.0,1.0,3.0,3.5,4700000.0,2390332,1.0
9777,1.0,3.0,3.0,1.0,3.0,1.0,1.0,1.0,1.0,3.0,8.0,2.0,1.0,4.0,2390431,60.0,1.0,3.0,3.0,1.0,3.0,3.0,1.0,1.0,1.0,3.0,1.0,1.0,3.0,0.0,7916666.666666667,2390431,3.0
9778,1.0,3.0,3.0,1.0,1.0,3.0,3.0,3.0,1.0,3.0,7.0,6.0,1.0,4.0,2390500,65.0,1.0,3.0,3.0,1.0,1.0,3.0,3.0,1.0,3.0,3.0,3.0,1.0,3.0,0.0,3696000.0,2390500,3.0
9779,1.0,3.0,3.0,3.0,3.0,1.0,1.0,3.0,1.0,3.0,9.0,1.0,1.0,4.0,2390600,120.0,1.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,3.0,14.0,4650400.0,2390600,1.0
9781,1.0,3.0,3.0,3.0,3.0,1.0,3.0,3.0,1.0,3.0,8.0,1.0,1.0,4.0,2390731,96.0,1.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,3.0,3.0,1.0,1.0,3.0,0.0,4800000.0,2390731,1.0
9782,1.0,3.0,3.0,3.0,3.0,1.0,3.0,3.0,3.0,3.0,7.0,1.0,1.0,4.0,2390800,81.0,1.0,3.0,1.0,1.0,3.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,3.0,0.0,5142857.142857143,2390800,1.0
9783,3.0,3.0,3.0,3.0,3.0,1.0,1.0,3.0,3.0,3.0,3.0,2.0,1.0,4.0,2390841,42.0,3.0,3.0,3.0,1.0,3.0,1.0,1.0,1.0,3.0,3.0,3.0,1.0,3.0,5.0,4233333.333333333,2390841,3.0
9785,1.0,3.0,3.0,1.0,3.0,1.0,1.0,1.0,1.0,3.0,8.0,2.0,1.0,4.0,2390900,110.0,1.0,3.0,3.0,1.0,3.0,3.0,1.0,1.0,3.0,3.0,1.0,1.0,3.0,25.0,8788142.857142856,2390900,3.0
9786,1.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,3.0,7.0,2.0,1.0,4.0,2390941,72.0,1.0,3.0,3.0,1.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,7.0,1800000.0,2390941,1.0
9787,1.0,3.0,3.0,3.0,3.0,1.0,3.0,1.0,1.0,3.0,7.0,6.0,1.0,4.0,2391100,60.0,1.0,3.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,3.0,7.0,1680000.0,2391100,3.0
9788,1.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,3.0,7.0,3.0,1.0,4.0,2391141,55.0,1.0,3.0,3.0,1.0,3.0,3.0,1.0,1.0,3.0,3.0,1.0,1.0,3.0,0.0,4720000.0,2391141,3.0
9789,1.0,3.0,3.0,3.0,3.0,1.0,3.0,3.0,1.0,3.0,8.0,1.0,1.0,4.0,2391142,60.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,3.0,3.0,1.0,1.0,3.0,3.5,6750000.0,2391142,3.0
9790,1.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,3.0,6.0,1.0,1.0,4.0,2391200,48.0,1.0,3.0,3.0,1.0,3.0,3.0,1.0,1.0,3.0,3.0,1.0,1.0,3.0,8.0,7200000.0,2391200,1.0
9791,1.0,3.0,3.0,3.0,3.0,1.0,1.0,3.0,1.0,3.0,5.0,1.0,1.0,4.0,2391300,40.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,3.0,3.0,3.0,1.0,3.0,5.0,2925000.0,2391300,1.0
9792,1.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,3.0,6.0,6.0,1.0,4.0,2391331,128.0,1.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,3.0,3.0,1.0,1.0,3.0,5.0,3800000.0,2391331,3.0
9793,1.0,3.0,3.0,3.0,3.0,1.0,1.0,3.0,1.0,3.0,5.0,3.0,1.0,4.0,2391400,40.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,3.0,3.5,1200000.0,2391400,3.0
9794,1.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,3.0,5.0,6.0,1.0,4.0,2391600,60.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,3.0,3.5,1500000.0,2391600,3.0
9795,1.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,3.0,6.0,1.0,1.0,4.0,2391641,65.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,1.0,1.0,3.0,3.0,6000000.0,2391641,3.0
9796,1.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,3.0,5.0,1.0,1.0,4.0,2391700,54.0,1.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,3.0,3.0,1.0,1.0,3.0,7.0,3740000.0,2391700,1.0
9797,2.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,3.0,8.0,2.0,1.0,4.0,2391800,83.0,1.0,3.0,1.0,1.0,3.0,3.0,1.0,1.0,3.0,3.0,3.0,1.0,3.0,0.0,4640000.0,2391800,1.0
9798,1.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,3.0,6.0,3.0,1.0,4.0,2391831,65.0,1.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,3.0,3.0,3.0,1.0,3.0,3.0,4050000.0,2391831,1.0
9799,1.0,3.0,3.0,3.0,3.0,1.0,1.0,3.0,1.0,3.0,8.0,1.0,1.0,4.0,2391900,75.0,1.0,3.0,3.0,1.0,3.0,3.0,1.0,1.0,3.0,3.0,3.0,1.0,3.0,0.0,3085714.285714286,2391900,3.0
9800,1.0,1.0,1.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,5.0,6.0,3.0,4.0,2391941,72.0,1.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,3.0,3.0,3.0,1.0,3.0,3.0,1600000.0,2391941,1.0
9801,1.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,3.0,9.0,1.0,1.0,4.0,2392000,234.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,3.0,1.0,1.0,1.0,3.0,3.5,1828571.4285714286,2392000,3.0
9802,1.0,3.0,3.0,1.0,3.0,1.0,1.0,1.0,1.0,3.0,9.0,2.0,1.0,4.0,2392100,78.0,1.0,3.0,3.0,1.0,3.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,3.0,0.0,11333333.333333334,2392100,1.0
9803,1.0,3.0,3.0,1.0,3.0,1.0,1.0,1.0,1.0,3.0,7.0,3.0,1.0,4.0,2392141,70.0,1.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,3.0,3.0,1.0,3.0,0.0,3750000.0,2392141,3.0
9804,1.0,3.0,3.0,3.0,3.0,1.0,3.0,1.0,1.0,3.0,6.0,1.0,1.0,5.0,2392131,110.0,1.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,3.0,3.0,1.0,1.0,3.0,0.0,11000000.0,2392131,3.0
