,housetype,waste,trash,stagnantwater,nearstable,ventilation,cleanyard,mediumyard,kitchenoutside,sharebedkitch,numroom,floor,outerwall,roof,hhid07,housesqm,own_house,own_otherbuilding,own_land,own_livestock,own_poultry,own_tanamankeras,own_vehicles,own_hhappliance,own_fininstrument_7,own_receivables,own_jewelry,own_furniture,own_others,ricebought,ipercap,hhid14,own_fininstrument_14
1812,2.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,3.0,3.0,3.0,3.0,2.0,4.0,0421442,28.0,1.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,3.0,3.0,3.0,1.0,3.0,0.0,2800000.0,0421442,3.0
1814,1.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,3.0,3.0,8.0,3.0,1.0,4.0,0421500,120.0,1.0,3.0,3.0,1.0,3.0,1.0,1.0,1.0,3.0,3.0,1.0,1.0,3.0,0.0,1825263.1578947369,0421500,3.0
1815,1.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,3.0,3.0,2.0,3.0,2.0,4.0,0421541,120.0,1.0,3.0,3.0,1.0,3.0,3.0,3.0,1.0,3.0,3.0,1.0,1.0,3.0,0.0,2262500.0,0421541,3.0
1816,1.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,3.0,2.0,4.0,0421542,80.0,1.0,3.0,3.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,0.0,3450000.0,0421542,3.0
1818,8.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,3.0,3.0,4.0,4.0,2.0,4.0,0421512,72.0,3.0,3.0,3.0,1.0,3.0,3.0,3.0,1.0,3.0,3.0,3.0,1.0,3.0,30.0,461250.0,0421512,3.0
1821,1.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,3.0,3.0,4.0,1.0,1.0,4.0,0421531,72.0,1.0,3.0,3.0,1.0,3.0,3.0,1.0,1.0,3.0,3.0,1.0,1.0,3.0,0.0,6000000.0,0421531,1.0
1822,1.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,3.0,3.0,3.0,6.0,2.0,4.0,0421532,48.0,1.0,3.0,3.0,1.0,3.0,3.0,1.0,1.0,3.0,3.0,3.0,1.0,3.0,10.0,2484000.0,0421532,1.0
1823,1.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,3.0,3.0,2.0,3.0,2.0,4.0,0421533,36.0,1.0,3.0,3.0,1.0,3.0,3.0,1.0,1.0,3.0,3.0,1.0,1.0,3.0,0.0,7712500.0,0421533,3.0
1824,1.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,3.0,3.0,7.0,3.0,2.0,4.0,0421534,72.0,1.0,3.0,3.0,1.0,3.0,3.0,3.0,1.0,3.0,3.0,1.0,1.0,3.0,0.0,2121400.0,0421534,3.0
1825,1.0,3.0,1.0,3.0,3.0,1.0,1.0,1.0,3.0,3.0,5.0,6.0,1.0,4.0,0421535,100.0,1.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,0.0,6200000.0,0421535,3.0
1826,1.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,3.0,3.0,8.0,1.0,1.0,4.0,0421536,80.0,1.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,0.0,124714285.71428572,0421536,3.0
1827,1.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,6.0,2.0,4.0,0421537,99.0,1.0,3.0,3.0,3.0,1.0,3.0,1.0,1.0,3.0,3.0,3.0,1.0,3.0,0.0,200000.0,0421537,3.0
1828,1.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,3.0,3.0,3.0,6.0,1.0,4.0,0421538,160.0,1.0,3.0,3.0,1.0,3.0,3.0,1.0,1.0,3.0,3.0,3.0,1.0,3.0,0.0,3812000.0,0421538,3.0
1831,1.0,3.0,1.0,3.0,3.0,1.0,1.0,1.0,1.0,3.0,5.0,6.0,1.0,4.0,0421600,90.0,1.0,3.0,3.0,1.0,3.0,1.0,3.0,3.0,1.0,3.0,3.0,1.0,3.0,0.0,2087500.0,0421600,3.0
1832,1.0,3.0,3.0,3.0,1.0,3.0,1.0,1.0,3.0,3.0,4.0,3.0,2.0,4.0,0421700,72.0,1.0,3.0,3.0,1.0,3.0,1.0,1.0,3.0,3.0,3.0,1.0,1.0,1.0,0.0,161111.11111111112,0421700,3.0
1833,1.0,3.0,3.0,3.0,1.0,1.0,3.0,1.0,1.0,3.0,5.0,6.0,1.0,4.0,0421721,64.0,1.0,3.0,3.0,1.0,3.0,3.0,1.0,3.0,3.0,1.0,3.0,1.0,3.0,7.0,1667500.0,0421721,3.0
1834,8.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,3.0,3.0,2.0,4.0,2.0,4.0,0421731,24.0,1.0,3.0,3.0,1.0,3.0,3.0,1.0,1.0,3.0,3.0,3.0,1.0,3.0,10.5,0.0,0421731,3.0
1835,1.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,3.0,3.0,4.0,3.0,1.0,4.0,0421732,50.0,1.0,3.0,3.0,1.0,3.0,1.0,1.0,3.0,3.0,1.0,3.0,1.0,3.0,0.0,2000000.0,0421732,3.0
1836,1.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,6.0,3.0,2.0,4.0,0421800,54.0,1.0,3.0,3.0,1.0,1.0,1.0,3.0,1.0,3.0,3.0,3.0,1.0,1.0,0.0,1112500.0,0421800,3.0
1837,1.0,3.0,3.0,3.0,3.0,1.0,1.0,3.0,3.0,3.0,4.0,6.0,2.0,4.0,0421841,72.0,1.0,3.0,3.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,3.0,10.0,2380000.0,0421841,3.0
1838,1.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,2.0,6.0,3.0,4.0,0421842,15.0,1.0,3.0,3.0,3.0,1.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,3.0,0.0,1666666.6666666667,0421842,3.0
1839,1.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,3.0,6.0,3.0,1.0,4.0,0421831,72.0,1.0,3.0,3.0,1.0,3.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,0.0,3820000.0,0421831,3.0
1840,1.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,3.0,5.0,3.0,1.0,4.0,0421832,76.0,1.0,3.0,3.0,1.0,3.0,1.0,1.0,3.0,3.0,1.0,1.0,1.0,3.0,0.0,7500000.0,0421832,3.0
1841,1.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,3.0,3.0,4.0,3.0,2.0,4.0,0421900,54.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,3.0,3.0,3.0,1.0,1.0,7.0,62500.0,0421900,3.0
1842,1.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,3.0,3.0,4.0,3.0,2.0,4.0,0421931,28.0,1.0,3.0,3.0,1.0,3.0,3.0,1.0,3.0,3.0,3.0,3.0,1.0,3.0,0.0,540000.0,0421931,3.0
1844,1.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,6.0,3.0,1.0,4.0,0422000,98.0,1.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,1.0,1.0,3.0,0.0,2820000.0,0422000,3.0
1846,2.0,3.0,3.0,3.0,1.0,1.0,3.0,1.0,3.0,3.0,7.0,4.0,2.0,4.0,0422200,32.0,1.0,3.0,3.0,1.0,3.0,1.0,3.0,1.0,1.0,3.0,3.0,1.0,3.0,0.0,2942857.1428571427,0422200,1.0
1847,1.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,3.0,3.0,4.0,3.0,2.0,4.0,0422241,50.0,1.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,3.0,3.0,1.0,3.0,0.0,1400000.0,0422241,3.0
1848,1.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,3.0,3.0,5.0,3.0,1.0,4.0,0422221,50.0,1.0,3.0,3.0,1.0,3.0,1.0,1.0,1.0,3.0,3.0,3.0,1.0,3.0,0.0,1075000.0,0422221,3.0
1849,1.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,3.0,5.0,3.0,1.0,3.0,0422232,21.0,3.0,1.0,3.0,3.0,3.0,3.0,1.0,1.0,3.0,3.0,3.0,1.0,3.0,0.0,2400000.0,0422232,1.0
1850,1.0,3.0,3.0,3.0,1.0,3.0,1.0,3.0,3.0,3.0,4.0,3.0,2.0,4.0,0422300,56.0,1.0,3.0,3.0,1.0,3.0,1.0,3.0,1.0,1.0,3.0,1.0,1.0,3.0,0.0,1280000.0,0422300,1.0
1851,1.0,3.0,1.0,3.0,3.0,3.0,3.0,1.0,3.0,3.0,4.0,2.0,2.0,4.0,0422341,54.0,1.0,3.0,3.0,1.0,3.0,3.0,3.0,1.0,3.0,3.0,3.0,1.0,3.0,0.0,900000.0,0422341,1.0
1852,1.0,3.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,2.0,4.0,0422342,64.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,3.0,3.0,3.0,1.0,3.0,0.0,3480000.0,0422342,3.0
1853,1.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,6.0,2.0,4.0,0422400,72.0,1.0,3.0,3.0,1.0,3.0,1.0,3.0,3.0,1.0,3.0,3.0,1.0,3.0,0.0,640000.0,0422400,3.0
1854,1.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,3.0,6.0,3.0,1.0,4.0,0422500,60.0,1.0,3.0,1.0,1.0,3.0,1.0,1.0,1.0,3.0,3.0,3.0,1.0,3.0,0.0,1042500.0,0422500,3.0
1855,1.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,3.0,7.0,2.0,1.0,4.0,0422600,60.0,1.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,1.0,3.0,14.0,250000.0,0422600,3.0
1856,1.0,3.0,3.0,3.0,3.0,1.0,1.0,3.0,3.0,3.0,4.0,2.0,1.0,4.0,0422641,60.0,1.0,3.0,3.0,3.0,3.0,1.0,3.0,1.0,3.0,3.0,1.0,1.0,3.0,10.0,500000.0,0422641,3.0
1857,6.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,4.0,2.0,5.0,0422642,9.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,3.0,3.0,1.0,1.0,3.0,0.0,7800000.0,0422642,3.0
1859,1.0,3.0,3.0,3.0,1.0,3.0,1.0,1.0,3.0,3.0,3.0,3.0,2.0,4.0,0422700,55.0,1.0,3.0,3.0,1.0,3.0,1.0,3.0,3.0,1.0,3.0,3.0,1.0,3.0,4.0,433333.3333333333,0422700,3.0
1860,8.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,3.0,3.0,8.0,4.0,2.0,4.0,0422800,70.0,1.0,3.0,3.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,0.0,7041666.666666667,0422800,1.0
1861,3.0,3.0,3.0,3.0,3.0,3.0,1.0,3.0,3.0,3.0,1.0,1.0,1.0,5.0,0422841,12.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,3.0,3.0,1.0,3.0,0.0,15750000.0,0422841,1.0
1862,1.0,3.0,3.0,1.0,3.0,3.0,3.0,1.0,3.0,3.0,4.0,3.0,1.0,4.0,0422900,27.0,1.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,3.0,1.0,3.0,1.0,3.0,5.0,1500000.0,0422900,3.0
1864,1.0,3.0,3.0,3.0,1.0,3.0,1.0,1.0,1.0,3.0,5.0,6.0,2.0,4.0,0423000,54.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,3.0,10.0,447000.0,0423000,3.0
1865,8.0,1.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,2.0,2.0,0430100,40.0,1.0,3.0,3.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,3.0,7.0,514000.0,0430100,3.0
1866,8.0,3.0,3.0,1.0,1.0,1.0,3.0,3.0,3.0,3.0,3.0,4.0,2.0,3.0,0430141,28.0,1.0,3.0,3.0,1.0,3.0,1.0,3.0,1.0,3.0,3.0,3.0,1.0,3.0,8.0,1083333.3333333333,0430141,3.0
1867,8.0,3.0,3.0,1.0,1.0,1.0,3.0,1.0,3.0,3.0,4.0,4.0,2.0,6.0,0430200,20.0,1.0,3.0,3.0,1.0,3.0,3.0,1.0,1.0,3.0,1.0,3.0,1.0,1.0,7.0,1748888.888888889,0430200,3.0
1868,8.0,1.0,1.0,3.0,1.0,1.0,3.0,1.0,3.0,3.0,6.0,4.0,2.0,4.0,0430300,110.0,1.0,3.0,3.0,1.0,3.0,1.0,3.0,1.0,3.0,3.0,3.0,1.0,3.0,14.0,1247500.0,0430300,3.0
1869,8.0,3.0,1.0,1.0,3.0,1.0,3.0,1.0,3.0,3.0,3.0,4.0,2.0,6.0,0430341,32.0,1.0,3.0,3.0,1.0,3.0,1.0,3.0,3.0,3.0,3.0,3.0,1.0,3.0,4.0,1405333.3333333333,0430341,3.0
1870,8.0,3.0,3.0,3.0,1.0,3.0,3.0,3.0,3.0,3.0,2.0,4.0,2.0,6.0,0430331,12.0,1.0,3.0,3.0,1.0,3.0,3.0,3.0,1.0,3.0,3.0,3.0,1.0,3.0,15.0,1233333.3333333333,0430331,3.0
1871,8.0,3.0,1.0,3.0,3.0,1.0,3.0,1.0,3.0,1.0,2.0,4.0,2.0,6.0,0430332,32.0,1.0,3.0,3.0,1.0,3.0,3.0,3.0,1.0,3.0,3.0,3.0,1.0,3.0,6.0,595000.0,0430332,1.0
1872,8.0,3.0,3.0,1.0,3.0,1.0,1.0,1.0,1.0,3.0,2.0,4.0,95.0,6.0,0430400,45.0,1.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,3.0,3.0,3.0,1.0,1.0,10.0,1403333.3333333333,0430400,3.0
1874,8.0,3.0,1.0,3.0,1.0,1.0,1.0,3.0,3.0,3.0,4.0,4.0,2.0,4.0,0430600,50.0,1.0,3.0,3.0,3.0,1.0,1.0,3.0,1.0,3.0,3.0,3.0,1.0,3.0,9.0,2733333.3333333335,0430600,3.0
1875,2.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,3.0,3.0,3.0,2.0,1.0,4.0,0430641,32.0,3.0,3.0,3.0,1.0,3.0,3.0,3.0,1.0,3.0,3.0,1.0,1.0,3.0,0.0,2416666.6666666665,0430641,3.0
1876,8.0,3.0,3.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,3.0,4.0,2.0,6.0,0430700,24.0,1.0,3.0,3.0,1.0,3.0,3.0,3.0,1.0,3.0,3.0,1.0,1.0,1.0,28.0,3392727.272727273,0430700,3.0
1879,8.0,3.0,3.0,3.0,3.0,1.0,3.0,1.0,3.0,3.0,2.0,4.0,2.0,4.0,0430800,32.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,3.0,3.0,3.0,1.0,3.0,0.0,2150000.0,0430800,3.0
1880,2.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,3.0,3.0,6.0,4.0,2.0,4.0,0430900,90.0,1.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,3.0,3.0,1.0,1.0,1.0,0.0,856250.0,0430900,3.0
1881,8.0,3.0,3.0,1.0,1.0,1.0,3.0,3.0,3.0,3.0,4.0,4.0,2.0,6.0,0430941,64.0,1.0,3.0,3.0,1.0,1.0,1.0,3.0,3.0,3.0,3.0,3.0,1.0,3.0,0.0,1400000.0,0430941,3.0
1883,8.0,3.0,3.0,3.0,3.0,1.0,3.0,1.0,3.0,1.0,1.0,4.0,2.0,6.0,0431000,28.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,14.0,83888.88888888889,0431000,3.0
1884,2.0,1.0,1.0,1.0,3.0,1.0,3.0,1.0,3.0,1.0,2.0,4.0,2.0,2.0,0431041,24.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,3.0,2.0,210000.0,0431041,3.0
1885,2.0,3.0,1.0,1.0,3.0,1.0,3.0,1.0,3.0,3.0,3.0,4.0,2.0,6.0,0431100,96.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,3.0,3.0,1.0,1.0,1.0,0.0,2030000.0,0431100,3.0
1886,2.0,3.0,3.0,1.0,3.0,1.0,3.0,1.0,3.0,1.0,2.0,4.0,2.0,6.0,0431131,32.0,1.0,3.0,3.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,3.0,4.0,900000.0,0431131,3.0
1887,8.0,3.0,1.0,3.0,3.0,1.0,3.0,3.0,3.0,3.0,5.0,4.0,2.0,4.0,0431200,50.0,1.0,3.0,3.0,1.0,3.0,1.0,1.0,1.0,3.0,3.0,1.0,1.0,3.0,7.0,3685555.5555555555,0431200,3.0
1888,8.0,3.0,3.0,1.0,3.0,1.0,3.0,3.0,3.0,1.0,2.0,4.0,95.0,6.0,0431231,28.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,3.0,7.0,514545.45454545453,0431231,3.0
1889,8.0,3.0,1.0,3.0,3.0,1.0,3.0,3.0,1.0,3.0,4.0,4.0,2.0,6.0,0431300,40.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,3.0,3.0,3.0,1.0,1.0,10.0,1550000.0,0431300,3.0
1890,8.0,3.0,3.0,3.0,3.0,3.0,1.0,3.0,3.0,3.0,2.0,4.0,2.0,6.0,0431341,24.0,1.0,3.0,3.0,3.0,3.0,3.0,1.0,3.0,3.0,3.0,1.0,1.0,3.0,4.0,800000.0,0431341,3.0
1892,1.0,3.0,3.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,4.0,4.0,2.0,3.0,0431400,20.0,3.0,3.0,3.0,3.0,3.0,1.0,3.0,1.0,3.0,3.0,3.0,1.0,3.0,16.0,466000.0,0431400,3.0
1893,8.0,3.0,3.0,3.0,3.0,1.0,3.0,3.0,3.0,3.0,3.0,4.0,2.0,4.0,0431500,60.0,1.0,3.0,3.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,3.0,0.75,600000.0,0431500,3.0
1894,8.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,3.0,1.0,2.0,4.0,2.0,6.0,0431541,24.0,1.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,3.0,3.0,3.0,1.0,1.0,0.0,0.0,0431541,3.0
1895,8.0,3.0,3.0,1.0,3.0,1.0,3.0,3.0,3.0,1.0,2.0,4.0,2.0,6.0,0431542,9.0,1.0,3.0,3.0,1.0,3.0,3.0,3.0,1.0,3.0,3.0,1.0,1.0,3.0,15.0,1935000.0,0431542,3.0
1896,8.0,3.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,1.0,3.0,4.0,2.0,6.0,0431543,30.0,1.0,3.0,3.0,1.0,3.0,3.0,1.0,1.0,3.0,3.0,3.0,1.0,3.0,0.0,0.0,0431543,3.0
1898,2.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,3.0,3.0,3.0,4.0,2.0,6.0,0431600,84.0,1.0,3.0,3.0,1.0,3.0,3.0,1.0,1.0,3.0,3.0,3.0,1.0,1.0,17.0,1042857.1428571428,0431600,3.0
1899,8.0,3.0,3.0,1.0,3.0,1.0,1.0,1.0,3.0,3.0,3.0,4.0,2.0,6.0,0431641,12.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,3.0,0.0,2000000.0,0431641,3.0
1900,8.0,3.0,3.0,1.0,1.0,3.0,3.0,3.0,3.0,1.0,2.0,4.0,2.0,6.0,0431611,24.0,3.0,3.0,3.0,1.0,3.0,3.0,3.0,1.0,3.0,3.0,1.0,1.0,1.0,4.0,283333.3333333333,0431611,3.0
1901,1.0,3.0,1.0,1.0,1.0,3.0,3.0,1.0,3.0,3.0,5.0,6.0,2.0,6.0,0431700,28.0,1.0,3.0,3.0,1.0,3.0,3.0,3.0,1.0,3.0,3.0,3.0,1.0,3.0,10.0,1127272.7272727273,0431700,3.0
1902,95.0,3.0,3.0,1.0,3.0,3.0,3.0,1.0,3.0,1.0,3.0,3.0,1.0,1.0,0431741,36.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,3.0,5.0,905000.0,0431741,3.0
1903,8.0,3.0,1.0,1.0,3.0,1.0,3.0,3.0,3.0,1.0,2.0,4.0,2.0,6.0,0431800,15.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,3.0,3.0,3.0,1.0,3.0,80.0,0.0,0431800,3.0
1904,8.0,3.0,1.0,1.0,3.0,1.0,3.0,1.0,3.0,3.0,4.0,4.0,2.0,6.0,0431900,15.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,3.0,3.0,3.0,1.0,1.0,4.0,663636.3636363636,0431900,3.0
1905,8.0,3.0,3.0,1.0,3.0,1.0,1.0,3.0,3.0,1.0,2.0,4.0,2.0,6.0,0431941,18.0,1.0,3.0,3.0,1.0,3.0,3.0,1.0,3.0,3.0,3.0,1.0,1.0,1.0,4.0,1350000.0,0431941,3.0
1906,8.0,3.0,1.0,1.0,3.0,1.0,3.0,3.0,3.0,1.0,2.0,4.0,2.0,6.0,0431942,8.0,1.0,3.0,3.0,3.0,3.0,3.0,1.0,3.0,3.0,3.0,3.0,1.0,3.0,6.0,1200000.0,0431942,3.0
1907,8.0,3.0,1.0,3.0,3.0,1.0,3.0,1.0,3.0,1.0,2.0,4.0,2.0,6.0,0431921,15.0,1.0,3.0,3.0,3.0,3.0,1.0,3.0,1.0,3.0,3.0,3.0,1.0,3.0,7.0,316000.0,0431921,3.0
1908,2.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,3.0,3.0,13.0,1.0,2.0,4.0,0432000,247.0,1.0,1.0,1.0,1.0,3.0,3.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,32.0,10161538.461538462,0432000,3.0
1910,8.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,3.0,3.0,7.0,4.0,1.0,4.0,0432042,96.0,1.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,3.0,3.0,3.0,1.0,3.0,21.0,750000.0,0432042,3.0
1911,2.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,3.0,3.0,7.0,3.0,1.0,4.0,0432011,80.0,1.0,3.0,3.0,1.0,3.0,1.0,1.0,1.0,3.0,1.0,3.0,1.0,3.0,0.0,0.0,0432011,3.0
1913,8.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,3.0,3.0,5.0,4.0,2.0,4.0,0432100,48.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,3.0,3.0,1.0,1.0,1.0,7.0,909750.0,0432100,3.0
1914,8.0,3.0,3.0,3.0,1.0,1.0,3.0,3.0,3.0,3.0,3.0,4.0,2.0,4.0,0432141,24.0,1.0,3.0,3.0,1.0,3.0,3.0,3.0,1.0,1.0,3.0,1.0,1.0,1.0,0.0,0.0,0432141,3.0
1915,8.0,3.0,1.0,3.0,1.0,1.0,3.0,1.0,3.0,3.0,4.0,4.0,2.0,6.0,0432200,32.0,1.0,3.0,3.0,1.0,3.0,3.0,3.0,1.0,3.0,3.0,3.0,1.0,3.0,35.0,600000.0,0432200,3.0
1916,2.0,3.0,1.0,3.0,3.0,1.0,3.0,1.0,3.0,3.0,2.0,3.0,1.0,4.0,0432241,48.0,1.0,3.0,3.0,1.0,3.0,3.0,3.0,1.0,3.0,3.0,3.0,1.0,1.0,8.0,380000.0,0432241,3.0
1917,8.0,3.0,1.0,1.0,3.0,1.0,3.0,3.0,3.0,3.0,4.0,4.0,2.0,3.0,0432231,72.0,1.0,3.0,1.0,1.0,3.0,1.0,3.0,1.0,3.0,1.0,1.0,1.0,3.0,0.0,380000.0,0432231,3.0
1918,8.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,3.0,3.0,6.0,4.0,2.0,3.0,0432300,108.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,1.0,3.0,0.0,2057142.857142857,0432300,3.0
1920,1.0,3.0,3.0,3.0,3.0,1.0,3.0,3.0,1.0,3.0,3.0,2.0,2.0,3.0,0432400,42.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,3.0,3.0,3.0,1.0,3.0,7.0,3128571.4285714286,0432400,3.0
1921,1.0,3.0,1.0,3.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,3.0,2.0,4.0,0432421,24.0,1.0,3.0,1.0,3.0,1.0,3.0,1.0,1.0,3.0,3.0,3.0,1.0,3.0,8.0,1158333.3333333333,0432421,3.0
1923,2.0,3.0,3.0,1.0,3.0,1.0,1.0,3.0,3.0,1.0,4.0,4.0,2.0,6.0,0432431,28.0,1.0,3.0,1.0,1.0,3.0,3.0,1.0,1.0,3.0,3.0,3.0,1.0,1.0,4.0,1285714.2857142857,0432431,3.0
1924,2.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,3.0,3.0,6.0,4.0,2.0,4.0,0432500,98.0,1.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,1.0,1.0,8.0,3390000.0,0432500,3.0
1925,8.0,1.0,3.0,1.0,1.0,1.0,3.0,1.0,3.0,3.0,3.0,4.0,2.0,4.0,0432541,24.0,3.0,3.0,3.0,1.0,3.0,1.0,3.0,1.0,3.0,3.0,3.0,1.0,1.0,16.0,1633333.3333333333,0432541,3.0
1926,8.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,3.0,3.0,4.0,4.0,2.0,4.0,0432542,40.0,1.0,3.0,3.0,1.0,3.0,3.0,3.0,1.0,3.0,3.0,3.0,1.0,3.0,16.0,2340000.0,0432542,3.0
1927,2.0,3.0,3.0,1.0,3.0,1.0,3.0,3.0,3.0,3.0,3.0,4.0,2.0,4.0,0432521,36.0,1.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,3.0,3.0,3.0,1.0,3.0,16.0,571428.5714285715,0432521,3.0
1929,8.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,3.0,3.0,6.0,4.0,2.0,4.0,0432600,98.0,1.0,3.0,1.0,1.0,3.0,1.0,1.0,1.0,3.0,3.0,3.0,1.0,1.0,0.0,280000.0,0432600,3.0
1930,1.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,8.0,3.0,1.0,4.0,0432641,160.0,1.0,3.0,3.0,1.0,3.0,3.0,1.0,1.0,3.0,3.0,1.0,1.0,1.0,0.0,1166666.6666666667,0432641,3.0
1931,8.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,3.0,3.0,6.0,4.0,2.0,4.0,0432642,72.0,1.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,3.0,3.0,3.0,1.0,3.0,16.0,693750.0,0432642,3.0
1932,1.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,3.0,6.0,1.0,1.0,4.0,0432631,144.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,3.0,3.0,3.0,1.0,1.0,16.0,4350000.0,0432631,1.0
